country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37831405842,39540300066,42887575830,46340521696,50301306141,54163157556,57152401815,57741226846,61150720717,66696645595,71483327517,75973646884,81652852265,89275283993,1.01E+11,1.14E+11,1.27E+11,1.24E+11,1.35E+11,1.39E+11,1.44E+11,1.51E+11,1.57E+11,1.62E+11,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26957239520,28383002368,30306251616,31754417297,33844952075,35873180670,37846698512,40498975974,42174601093,45517750685,47901860736,51733016594,55689655161,59879849603,56099203174,56936222201,59131529881,59332421600,60889413841,63967064472,66013339415,
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72E+11,1.76E+11,1.78E+11,1.78E+11,1.89E+11,2.01E+11,2.09E+11,2.16E+11,2.26E+11,2.40E+11,2.60E+11,2.64E+11,2.73E+11,2.82E+11,3.02E+11,3.07E+11,3.40E+11,3.71E+11,3.86E+11,3.69E+11,3.91E+11,4.13E+11,4.26E+11,4.39E+11,4.50E+11,4.69E+11,
Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3077222712,3235622252,3416147361,3606060481,3771214951,4035651621,4267207061,4474909685,4641266959,4851347163,5049075800,5262131326,5516225973,5882497276,6232414320,6766942984,7328777885,7828825518,8335491080,8614624847,8877845481,9233465789,9725897549,10334970578,10809143347,11129441341,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1214600999,,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638672923.8,678148149.7,743279305.8,808118129.5,818724183.3,828899402.5,885536862.2,1008429738,1105035826,1142949342,1186659356,1186136996,1218952357,1170066713,1167970983,1314121207,1481900000,1679883648,1676063693,1670126998,1791195218,1972370137,2141482321,2307715619,2426948878,2538864425,
Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4275313691,4794667827,5296352663,4570521763,5140957018,5313077101,5529874708,5942494824,6424566558,6478341585,6567471999,7500231190,8262006051,9667313926,13273590051,16075362213,16676652291,17680570346,18577715352,19508303017,22422247379,22904148163,25398008887,27279255629,29683613952,30543039661,
East Asia & Pacific (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28E+12,2.55E+12,2.88E+12,3.26E+12,3.68E+12,4.12E+12,4.56E+12,4.95E+12,5.05E+12,5.42E+12,5.96E+12,6.49E+12,7.09E+12,7.85E+12,8.77E+12,9.91E+12,1.13E+13,1.30E+13,1.43E+13,1.55E+13,1.71E+13,1.89E+13,2.07E+13,2.26E+13,2.45E+13,2.63E+13,
Europe & Central Asia (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75E+12,2.68E+12,2.49E+12,2.42E+12,2.24E+12,2.26E+12,2.32E+12,2.44E+12,2.46E+12,2.55E+12,2.82E+12,2.99E+12,3.19E+12,3.50E+12,3.90E+12,4.33E+12,5.13E+12,5.72E+12,6.54E+12,6.40E+12,6.88E+12,7.75E+12,8.11E+12,8.18E+12,8.55E+12,8.59E+12,
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3304619212,3390712707,3329955272,2894539138,3399039738,3742177818,4147196523,4824639025,4764833768,4957812018,5030900676,5061841788,5092152977,5451009596,5719583829,5973306080,6406321795,6727454496,7012076137,7313342264,7698450389,8241131320,8797505606,9294290178,10016196520,10667203302,
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43E+11,2.73E+11,3.02E+11,3.34E+11,3.69E+11,4.07E+11,4.38E+11,4.33E+11,4.04E+11,4.29E+11,4.59E+11,4.85E+11,5.23E+11,5.72E+11,6.24E+11,6.71E+11,7.26E+11,7.86E+11,8.16E+11,8.16E+11,8.88E+11,9.14E+11,9.98E+11,1.04E+12,1.07E+12,1.11E+12,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12446712432,11947871795,8676362870,7426017662,5968650007,5337587767,4527378627,4683147387,4984872062,5248419430,5813379713,6552338746,7371441238,8345459218,9458154639,10416569970,11488156610,12713819080,13987308627,14629087510,15770264220,17286955073,18925793765,20654573840,22432838148,24034649525,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19802771782,19519584833,16976652717,17641280282,14899844446,14115437090,15336119979,13820357998,14962238782,17697758638,19090401207,20373608063,20739569517,21844587698,23567607046,27498116718,31451328623,35859220072,41937346902,44833439598,49556065691,58014358232,65641226951,73504873904,82527419194,88837346248,
Latin America & the Caribbean (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48E+12,2.67E+12,2.82E+12,3.15E+12,3.37E+12,3.46E+12,3.63E+12,3.89E+12,4.02E+12,4.10E+12,4.35E+12,4.48E+12,4.56E+12,4.74E+12,5.17E+12,5.62E+12,6.17E+12,6.71E+12,7.14E+12,7.12E+12,7.66E+12,8.25E+12,8.63E+12,9.02E+12,9.30E+12,9.34E+12,
Middle East & North Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14E+12,1.15E+12,1.24E+12,1.29E+12,1.34E+12,1.40E+12,1.52E+12,1.60E+12,1.73E+12,1.84E+12,1.97E+12,2.07E+12,2.18E+12,2.28E+12,2.52E+12,2.73E+12,2.98E+12,3.26E+12,3.45E+12,3.59E+12,3.83E+12,3.90E+12,4.00E+12,4.13E+12,4.32E+12,,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960766423.3,1143492600,1083882795,1079871947,1115207273,1222912451,1188455949,1359757762,1583295755,1802120575,2014233384,2221506232,2393421851,2502014884,2696081736,2842268279,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219814921.7,241701838.6,247834491.6,263215711.6,282130540.1,298705618.1,304189721.3,308988825.7,320834143.9,338388356.4,357751076.4,379082952.9,398061685.1,414560084.9,424462425,445051887.9,454999202.1,447649578.9,470555471.6,485033054.9,508508565.9,533500127.4,548160028.2,539599712.8,560600941,587633104.1,
South Asia (IDA & IBRD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36E+12,1.44E+12,1.56E+12,1.66E+12,1.80E+12,1.96E+12,2.13E+12,2.25E+12,2.40E+12,2.62E+12,2.79E+12,2.98E+12,3.13E+12,3.43E+12,3.79E+12,4.25E+12,4.76E+12,5.28E+12,5.58E+12,6.05E+12,6.67E+12,7.23E+12,7.77E+12,8.39E+12,9.12E+12,9.87E+12,
Sub-Saharan Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.38E+11,8.68E+11,8.77E+11,9.01E+11,9.36E+11,9.86E+11,1.06E+12,1.12E+12,1.16E+12,1.20E+12,1.27E+12,1.36E+12,1.42E+12,1.52E+12,1.75E+12,1.91E+12,2.11E+12,2.31E+12,2.49E+12,2.59E+12,2.77E+12,2.96E+12,3.13E+12,3.34E+12,3.56E+12,3.72E+12,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9678766338,10269155180,10330235865,10422298898,11023657297,11698729325,12751126480,13966439161,15263810511,16740996086,18416315263,19621188233,21503580795,25099719800,27840083729,30520085495,35612700879,38298629063,40373855858,38894355345,40677766313,41395401723,42703441027,44544722225,45081092055,45302518908,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29877809906,32077719528,35369924842,37004437024,38993123958,40742509429,44450929221,47671651981,50494259438,54371012657,58227305844,61815037181,63594068517,67912256370,74130969442,79184001838,85896886936,94099629356,1.00E+11,1.04E+11,1.09E+11,1.09E+11,1.15E+11,1.21E+11,1.26E+11,1.29E+11,
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31E+11,3.45E+11,3.74E+11,4.14E+11,4.00E+11,4.38E+11,4.76E+11,5.20E+11,5.44E+11,5.32E+11,5.91E+11,5.80E+11,5.93E+11,6.17E+11,7.06E+11,7.78E+11,9.00E+11,9.89E+11,1.08E+12,1.05E+12,1.20E+12,1.34E+12,1.39E+12,1.47E+12,1.52E+12,1.57E+12,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13788242.74,14761390.66,15518943.87,16541294.11,18630536.67,18067310.01,17300418.54,19356734.79,22599898.43,22586925.97,22876678.69,23780364.28,26049572.62,25683327.91,26032713.33,25854725.13,27219057.99,29718015.53,32719973.12,31507017.13,31021363.44,34338316.85,35031855.81,36059746.7,37526025.23,38931935.97,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23560053608,24848663128,25563607033,26487412251,27475169324,29049508981,30924038959,32562121515,34136179239,36336180085,38996583323,42277527449,46001605856,50149845758,55562656983,62037908172,66924027956,74520563189,80211998963,85171231203,91693558658,1.01E+11,1.08E+11,1.18E+11,1.28E+11,1.39E+11,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8799088374,9596943721,10151246938,11258104214,12233961922,13928274879,15469199529,16536387464,17535806436,19238098633,20294062836,21832493338,24103480468,26175510943,28726087919,31528019735,36001324613,40068626575,44412545013,47776951255,51104542224,57059586636,60338782685,63495446802,67982663299,72248644688,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51E+11,3.32E+11,3.07E+11,2.69E+11,2.12E+11,1.90E+11,1.74E+11,1.72E+11,1.70E+11,1.73E+11,1.87E+11,2.09E+11,2.23E+11,2.49E+11,2.87E+11,3.04E+11,3.36E+11,3.72E+11,3.88E+11,3.33E+11,3.52E+11,3.79E+11,3.86E+11,3.93E+11,3.73E+11,3.40E+11,
Upper middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.96E+12,7.28E+12,7.56E+12,8.16E+12,8.59E+12,9.07E+12,9.70E+12,1.04E+13,1.08E+13,1.14E+13,1.24E+13,1.31E+13,1.39E+13,1.51E+13,1.68E+13,1.87E+13,2.13E+13,2.40E+13,2.64E+13,2.74E+13,2.99E+13,3.28E+13,3.50E+13,3.70E+13,3.94E+13,4.12E+13,
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19780719697,21162424981,23361612242,24553063240,26901424319,27064954163,29096270936,32123877819,33939900962,33791051948,33892990500,33332795971,31227637054,32106819321,34640523182,38422509832,41226109394,45091856463,49275715722,51756824638,56477081186,60618737181,63919673086,67964153525,71421577444,72899109557,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98E+12,6.17E+12,6.54E+12,6.88E+12,7.31E+12,7.66E+12,8.10E+12,8.61E+12,9.09E+12,9.66E+12,1.03E+13,1.06E+13,1.10E+13,1.15E+13,1.23E+13,1.31E+13,1.39E+13,1.45E+13,1.47E+13,1.44E+13,1.50E+13,1.55E+13,1.62E+13,1.67E+13,1.74E+13,1.80E+13,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40710368868,41858456958,38017625793,38026954733,36816735480,37246352010,38571051237,41271218386,43513038866,46078622346,48917982240,52134151108,55051854292,58507903248,64745693915,71507004459,79084274281,89243855759,99183976971,1.08E+11,1.19E+11,1.31E+11,1.45E+11,1.59E+11,1.75E+11,1.91E+11,
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387453338.8,404896696.3,440535795.5,470190143.7,474204826,521696883,538058214.3,566453318.4,596017201.4,621542982.6,646095288.1,672115298.6,725585469.5,796962663.7,852911767.2,902258667.2,1001229756,1052991206,1100504460,1085586379,1061995124,1079375927,1114435424,1153183059,1187352966,1219366997,
"Venezuela, RB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86E+11,2.10E+11,2.28E+11,2.34E+11,2.34E+11,2.48E+11,2.52E+11,2.73E+11,2.76E+11,2.64E+11,2.80E+11,2.96E+11,2.74E+11,2.58E+11,3.13E+11,3.56E+11,4.04E+11,4.51E+11,4.84E+11,4.72E+11,4.71E+11,5.00E+11,5.38E+11,5.54E+11,5.42E+11,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64051755996,70128835751,77929048097,86223865470,95842326567,1.07E+11,1.19E+11,1.31E+11,1.40E+11,1.49E+11,1.63E+11,1.77E+11,1.91E+11,2.08E+11,2.30E+11,2.56E+11,2.82E+11,3.10E+11,3.34E+11,3.55E+11,3.82E+11,4.14E+11,4.44E+11,4.76E+11,5.13E+11,5.53E+11,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241607234.1,257486452.4,270182217,278687184.9,310394128.3,320073890.2,333505841.6,355880194,375216603.2,382234029.6,414082998.4,408745027.5,393807205.3,418904935.7,447574980.7,486474246.6,543866039.9,587225946.2,637355245,663470297.7,682514070,705126498.6,730716419.3,757138796.3,788659174.1,790758641.9,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4602562979,5033359227,5498298024,6931016286,8824184974,10568033444,9734732377,9313909890,9322845079,10411739604,11628118997,13315278592,13095275519,13211610164,12313607871,15005270719,15543563848,17107576502,19955277657,19409673187,19541546946,22199686832,
World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87E+13,3.01E+13,3.15E+13,3.31E+13,3.49E+13,3.69E+13,3.90E+13,4.13E+13,4.28E+13,4.50E+13,4.84E+13,5.08E+13,5.32E+13,5.61E+13,6.08E+13,6.56E+13,7.19E+13,7.79E+13,8.26E+13,8.34E+13,8.90E+13,9.50E+13,9.99E+13,1.05E+14,1.10E+14,1.15E+14,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384129636.7,387786358.8,395832931,421866065.7,419891467.8,457255548.3,499028472.8,510835190.3,527712994.3,547498036.2,598698675.9,654837555.7,693772925.9,739559001.6,795039961.8,854730538.4,898335143.2,980552975.7,1009876348,968619332.9,985147468.8,1063589611,1087536991,1083729702,1116327363,1146783960,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25927654447,28476728343,31516404114,33557546727,36575421873,39455111901,42037502063,44993640734,48213898063,50799913236,55167743681,58571167614,61810602309,65405617999,69873904585,76155085465,80983378360,85914141363,90794694367,95021210789,1.04E+11,92285415712,96234421058,1.03E+11,1.04E+11,75688362254,
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36E+11,2.41E+11,2.41E+11,2.50E+11,2.63E+11,2.77E+11,2.94E+11,3.07E+11,3.12E+11,3.24E+11,3.46E+11,3.63E+11,3.82E+11,4.02E+11,4.31E+11,4.69E+11,5.10E+11,5.52E+11,5.81E+11,5.76E+11,6.01E+11,6.33E+11,6.59E+11,6.86E+11,7.09E+11,7.26E+11,
"Congo, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28647038672,27107880775,24814605298,21983196056,21575438316,22179609962,22353432059,21458919482,21339495429,20740887191,19746845529,19772687633,20668022936,22255968528,24408873289,26739968621,29028033508,31665924642,34297249204,35544357956,38525355486,42019985293,45857150582,50560187760,56081570786,60605402501,
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12150601755,12550499563,12614403105,13792368906,12870918694,13520099691,14623018430,15440560404,15547922271,16519927770,17554327512,18908983620,20064381503,21885729110,24068937291,26640956600,29629747898,32958963867,36217946839,39857780140,44499351077,47945443548,52538435072,56087980477,59773100930,62180293572,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17118317122,18666569832,17370823594,17971113561,20048550732,20499041327,23035877684,24058204473,25020960902,25196104049,24981110156,25918232377,23975548592,20297721109,19644640257,19118712455,19023964937,18816752492,15795924132,16868352554,19016741422,21720130515,24457273616,25966659317,27448716761,27875623137,
