"","country","year","Q.balance","UV.balance","energy_adequacy","gdp","calories","protein","fat","vitaminA","calcium","iron","zinc","thiamin","riboflavin","niacin","b6","magnesium","polyunsatFA","polyunsatFA_percentseafood","calories_percentseafood","protein_percentseafood","vitaminA_percentseafood","thiamin_percentseafood","niacin_percentseafood","riboflavin_percentseafood","B6_percentseafood","iron_percentseafood","calcium_percentseafood","zinc_percentseafood","native","fishmeal","habitat","spp_farmed","prod_ratio","aq_gdp","Q.balance_q","UV.balance_q","prod_ratio_q","spp_farmed_q","energy_adequacy_q","gdp_q","calories_q","protein_q","fat_q","vitaminA_q","calcium_q","iron_q","zinc_q","thiamin_q","riboflavin_q","niacin_q","b6_q","magnesium_q","polyunsatFA_q","polyunsatFA_percentseafood_q","calories_percentseafood_q","protein_percentseafood_q","vitaminA_percentseafood_q","thiamin_percentseafood_q","niacin_percentseafood_q","riboflavin_percentseafood_q","B6_percentseafood_q","iron_percentseafood_q","calcium_percentseafood_q","zinc_percentseafood_q","vitamins_all","native_q","fishmeal_q","habitat_q","aq_gdp_q","trade","fs","reliance","nutrition","ecol","totscore"
"1","Albania",2011,0.48177806,0.375072796,121,9640.1,3188.0968,94.2687,87.0786,798.7169,1318.1609,28.2539,10.8684,1.5429,2.5168,15.7134,2.1212,371.9506,12.9762,0.004553425,0.002651805,0.013648815,0.002526933,0.003763903,0.020495278,0.003659989,0.010809414,0.002911938,0.001223584,0.005117607,NA,NA,NA,13,0.420794139682011,0.0145881850292009,3,1,4,3,3,3,4,4,3,3,5,5,2,2,5,1,3,3,1,3,2,1,2,2,2,1,2,1,1,2,1.625,NA,NA,NA,3,2.75,3,1.72727272727273,3.15384615384615,NA,2.65777972027972
"2","Algeria",2011,0.144852645,2.431826699,135,13026.2,3233.9709,83.9557,70.154,495.2772,545.1139,15.0781,9.7727,1.571,1.3434,18.0331,1.8527,394.3954,21.7676,0.002710484,0.002346682,0.013232786,0.003543435,0.003461462,0.017650792,0.006300444,0.011794188,0.003569556,0.002319956,0.003938499,NA,NA,NA,19,0.0220686300521801,0.000384611548584998,1,5,2,4,5,3,4,3,2,2,3,2,2,2,2,1,2,3,3,2,1,1,2,2,2,2,2,2,1,2,1.875,NA,NA,NA,1,2.25,4,1.72727272727273,2.38461538461538,NA,2.59047202797203
"3","Angola",2011,0.202797192,0.620934469,114,6949,2777.526,57.2553,64.1243,968.9086,466.4335,16.9219,9.8194,1.6591,1.2269,20.1632,2.8911,489.004,16.1764,0.010818448,0.007388986,0.070190779,0.003299634,0.012745209,0.070273911,0.016605721,0.025893914,0.011511495,0.035158838,0.013276581,NA,NA,NA,2,0.000906432748538012,NA,2,2,1,1,2,2,3,1,2,4,2,2,2,2,2,2,5,4,2,4,4,4,2,4,4,4,3,3,5,3,3.5,NA,NA,NA,NA,NA,2,3.63636363636364,2.53846153846154,NA,NA
"4","Antigua and Barbuda",2011,0.22943958,0.244924846,NA,19987.9,2024.0261,75.8889,60.0783,531.9453,553.2766,23.1234,15.0192,2.0929,1.8654,27.8999,1.695,233.3118,17.4025,0.024222612,0.032124289,0.166155261,0.016707677,0.02347513,0.060921652,0.042110003,0.102232035,0.05000173,0.055314105,0.040639714,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,4,1,3,2,2,3,4,4,4,4,5,1,1,3,5,5,5,5,5,4,5,5,5,5,5,4.875,NA,NA,NA,NA,NA,NA,4.90909090909091,2.84615384615385,NA,NA
"5","Argentina",2011,1.073186127,0.706951806,130,NA,2941.361,100.9762,97.6135,1339.7743,1122.7275,31.4478,18.1096,3.0483,2.1881,24.3762,1.763,240.4225,29.8113,0.001359353,0.0020692,0.011305652,0.00023132,0.001323041,0.007026624,0.003723803,0.009819575,0.003137892,0.002462299,0.002957488,6.7,10,7,22,0.00399345939321178,NA,4,2,2,4,4,NA,3,5,4,5,5,5,5,5,4,4,2,1,5,1,1,1,1,1,1,1,1,2,1,1,1.125,2,5,5,NA,NA,NA,1.09090909090909,4.07692307692308,4,NA
"6","Aruba",2011,0.151807071,0.014442193,NA,36015.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0120481927710843,0.000222129051425652,1,1,2,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.25,NA,NA,NA,NA,NA
"7","Australia",2011,0.394256248,0.969048299,130,41763.1,3711.4232,109.459,186.4301,927.3746,1251.4122,15.1721,14.5842,2.4439,2.5879,23.0656,2.1712,376.6984,30.1211,0.004832649,0.007419957,0.042903644,0.006760925,0.006820778,0.035344106,0.010148885,0.03000608,0.024234747,0.005535019,0.020806284,3.3,3.2,5.2,35,0.380115146661269,0.0909628516475754,2,3,4,5,4,5,5,5,5,4,5,2,4,5,5,4,3,3,5,3,4,3,4,3,3,3,3,5,2,4,3.375,1,3,4,4,3.25,4.5,3.36363636363636,4.23076923076923,2.66666666666667,3.8361013986014
"8","Bahamas",2011,2.491753676,0.193924957,NA,22665.2,2450.8285,63.1661,95.7999,476.1618,321.3883,13.7981,7.8604,1.7628,1.4151,23.0604,1.8303,235.8513,16.4049,0.015254119,0.0152497,0.094553724,0.016677545,0.014234366,0.061126433,0.026609922,0.053482926,0.023445329,0.027170062,0.052727724,NA,NA,NA,6,0,0,5,1,1,2,NA,4,1,1,3,2,1,1,1,3,2,4,2,1,2,4,5,5,5,4,4,4,5,4,5,5,4.5,NA,NA,NA,1,2,NA,4.54545454545455,1.84615384615385,NA,NA
"9","Bahrain",2011,0.835628504,0.546903345,NA,39676.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0.000344931921331316,8.24791376298936e-05,3,2,1,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.75,NA,NA,NA,NA,NA
"10","Bangladesh",2011,6.123694681,0.384475714,107,2579.3,2368.308,55.3022,32.0261,168.4932,299.6337,13.817,5.3506,1.4359,0.78305,18.6761,1.5336,261.9291,7.2868,0.002577359,0.001380973,0.010656719,0.004702445,0.001532962,0.006579532,0.00341945,0.005862285,0.001443714,0.002824215,0.007625294,5,3,1,30,0.951803277869323,0.147544104702539,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,1,1,1,1,1,2,2,1.5,2,2,1,5,4,1,1.45454545454545,1.07692307692308,1.66666666666667,1.88286713286713
"11","Barbados",2011,0.139044786,1.387737305,123,15401.5,2939.5759,75.932,106.2332,391.1581,332.1154,17.7701,9.0119,2.2004,1.6624,27.0627,1.8606,311.7143,27.462,0.017830854,0.022854964,0.135514013,0.040908824,0.021925754,0.098812979,0.044102147,0.103575583,0.027626597,0.0360967,0.04173515,NA,NA,NA,2,0.00573770491803279,NA,1,4,2,1,3,3,3,3,4,1,1,3,2,4,3,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,3,5,2.92307692307692,NA,NA
"12","Belgium",2011,1.057479032,0.610226462,148,40858.7,4269.2188,101.8597,198.1645,1931.2502,1148.9529,15.542,12.334,1.7688,2.0665,22.1378,2.4818,386.6842,33.0345,0.003969819,0.005926377,0.040513766,0.003093209,0.008199457,0.032853716,0.012233429,0.022118825,0.027912592,0.005662678,0.023575045,NA,NA,NA,10,0.00449348222627575,NA,4,2,2,3,5,5,5,5,5,5,5,2,3,3,4,3,4,3,5,2,3,3,2,3,3,3,3,5,3,4,3.25,NA,NA,NA,NA,NA,5,3.09090909090909,4,NA,NA
"13","Belize",2011,0.240907794,2.858216111,125,7857.2,2579.8887,68.9232,65.1692,375.2132,445.2954,29.5915,13.2048,2.4586,1.7244,25.9309,1.8286,361.7647,16.1639,0.008581759,0.007362996,0.050835278,0.002254132,0.005006622,0.020235009,0.014830271,0.027577546,0.011276042,0.022093828,0.014975062,1,3,1,6,0.0183913515228198,0.749397580138811,2,5,2,2,3,2,2,2,2,1,2,5,4,5,3,4,2,2,2,4,3,4,2,3,2,4,3,3,4,3,3,1,2,1,5,3.5,2.5,3.18181818181818,2.76923076923077,1.33333333333333,2.98776223776224
"14","Benin",2011,0.017020913,1.521718287,118,1761.6,2830.891,64.5148,54.9199,709.7672,433.2572,22.1524,12.8966,2.5888,1.058,18.8511,3.1428,565.3241,15.4697,0.004151439,0.003822938,0.033766128,0.003612453,0.003469005,0.02434998,0.009521409,0.010834167,0.012016305,0.017131141,0.004706946,NA,NA,NA,6,0.0102965403624382,0,1,4,2,2,2,1,3,2,1,3,2,3,4,5,1,2,5,5,2,2,2,3,2,2,3,3,2,3,4,2,2.625,NA,NA,NA,1,2,1.5,2.54545454545455,2.92307692307692,NA,2.24213286713287
"15","Bermuda",2011,0.384136828,0.581818015,NA,54984.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Bosnia and Herzegovina",2011,0.209788607,1.047554692,124,9265,3042.3864,79.1284,70.712,1121.694,782.6831,14.8157,9.5784,1.4316,1.66,20.1972,2.5579,391.7227,16.2629,0.002526551,0.002075337,0.012495691,0.001393427,0.002979434,0.011107513,0.00409438,0.006566163,0.004665566,0.001585471,0.004260924,NA,NA,NA,15,16.295737704918,0.00608018291816968,2,3,5,4,3,3,3,3,2,4,4,2,2,1,3,3,5,3,2,2,1,1,2,2,1,1,1,2,1,2,1.5,NA,NA,NA,3,3.25,3,1.45454545454545,2.84615384615385,NA,2.63767482517482
"17","Brazil",2011,0.202590063,1.823799508,133,14830.9,3186.4739,98.2038,107.0934,879.9547,856.4487,35.0344,16.7447,1.911,1.6662,22.7997,2.0573,373.5667,31.7616,0.001054427,0.002071873,0.013383118,0.000744331,0.002810434,0.00814562,0.004376371,0.010199281,0.00240003,0.002512561,0.002634625,1.2,3.2,1.2,45,0.56307046709061,0.0175061801904729,2,4,5,5,4,3,4,4,4,3,4,5,5,3,3,4,3,3,5,1,1,1,1,2,1,1,1,1,1,1,1.125,1,3,1,3,3.5,3.5,1.09090909090909,3.84615384615385,1.66666666666667,2.98426573426573
"18","Brunei",2011,0.124030882,3.319584536,123,73265.1,2772.915,73.0483,78.6926,284.5088,319.4117,13.4952,7.7831,1.1206,1.1254,20.1071,1.641,267.3155,15.546,0.01043995,0.011030864,0.068418583,0.029943116,0.017390444,0.051853186,0.026398761,0.044637703,0.034813703,0.022862656,0.036872535,NA,NA,NA,18,0.246053853296193,0.0101030026574727,1,5,4,4,3,5,2,2,3,1,1,1,1,1,1,2,1,1,2,4,4,4,5,5,4,4,4,5,4,5,4.5,NA,NA,NA,3,3.25,4,4.36363636363636,1.46153846153846,NA,3.26879370629371
"19","Bulgaria",2011,1.218528597,0.788201922,113,15603,3099.4341,78.2731,105.706,490.601,668.6075,11.5691,8.3085,1.3047,1.5041,16.7849,1.5322,279.6552,23.7549,0.002357926,0.002460733,0.014264377,0.003620746,0.003969856,0.017952529,0.005620053,0.013422034,0.006568295,0.002070876,0.005643032,NA,NA,NA,45,0.574368699989608,0.000751908416780557,4,2,5,5,2,3,3,3,4,2,3,1,1,1,3,1,1,1,4,1,1,1,2,2,2,2,2,2,1,2,1.875,NA,NA,NA,2,3.25,2.5,1.63636363636364,2.15384615384615,NA,2.38505244755245
"20","Cote dIvoire",2011,0.987274622,0.126490997,129,2546.9,2941.6208,61.5387,57.9588,1820.3713,365.9496,21.4773,13.4469,2.4718,1.1491,19.1592,3.4116,515.8808,10.7054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.0550152369837256,NA,4,1,3,3,4,1,3,1,1,5,2,3,4,5,2,2,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,2.92307692307692,NA,NA
"21","Cabo Verde",2011,0.010091783,1.370222125,113,6148,2563.9403,68.5958,76.18,482.5866,490.0618,23.3761,11.1121,1.7094,1.3141,17.8717,2.2359,438.9289,18.2607,0.007697028,0.006816914,0.047581703,0.006336956,0.009661408,0.062873868,0.013772803,0.025657207,0.010167975,0.026234242,0.010486209,NA,NA,NA,NA,NA,NA,1,4,NA,NA,2,2,2,2,3,2,2,4,2,3,2,1,4,4,3,3,3,4,3,4,4,3,3,3,4,3,3.375,NA,NA,NA,NA,NA,2,3.36363636363636,2.61538461538462,NA,NA
"22","Cambodia",2011,0.773982711,1.657624381,108,2648.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,29,0.128379089186023,0.0173040862813204,3,4,3,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,3.25,1,NA,NA,1.66666666666667,NA
"23","Cameroon",2011,0.124801845,1.889109973,114,2614.5,2638.181,67.6233,54.4037,1052.83,395.8773,22.9265,14.3752,1.9893,1.0665,20.5116,2.8257,646.0326,14.0986,0.014196899,0.008618021,0.061511875,0.004085248,0.01133456,0.077818927,0.024177093,0.027589716,0.014184167,0.028208488,0.00839717,NA,NA,NA,8,0.00370779220779221,NA,1,4,2,3,2,1,2,2,1,4,2,4,4,4,1,3,5,5,2,4,4,4,3,4,5,4,3,3,5,3,3.75,NA,NA,NA,NA,NA,1.5,3.81818181818182,3,NA,NA
"24","Canada",2011,0.506225631,1.733940222,135,41567.4,3875.4742,98.223,184.7462,944.6656,965.1274,22.8181,12.872,2.725,2.7132,29.8474,2.3644,398.8727,35.6883,0.003733397,0.00627309,0.040576036,0.005746573,0.005275706,0.02511006,0.008788773,0.023111318,0.015891902,0.006612982,0.023752564,5.4,4.1,4.7,17,0.184562394951804,0.0564449255342879,3,4,4,4,5,5,5,4,5,4,4,4,3,5,5,5,4,3,5,2,3,3,3,3,3,3,3,4,3,4,3.25,2,3,3,4,3.75,5,3.09090909090909,4.30769230769231,2.66666666666667,4.03715034965035
"25","Cayman Islands",2011,0.045567557,0.864939681,NA,49902.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Chile",2011,1.978076038,2.079619553,122,20266,2786.9465,90.0295,75.8071,641.4244,708.8422,31.4028,15.9104,3.2078,1.9773,24.9884,1.7151,274.0586,18.9682,0.004853595,0.00518686,0.030414831,0.000876512,0.002935246,0.017119888,0.008535284,0.027471232,0.005840937,0.007121842,0.006356776,3.1,3.2,3.2,23,0.279650645449262,1.73154241322963,5,5,4,4,3,4,3,4,2,2,4,5,5,5,4,4,1,1,3,3,3,2,1,2,2,2,3,2,3,2,2.125,1,3,2,5,4.75,3.5,2.27272727272727,3.30769230769231,2,3.45760489510489
"27","China",2011,2.146690116,0.973412959,124,10518.1,2756.6277,89.8205,76.9792,1593.013,687.1138,31.1768,16.1885,1.6771,1.5853,25.3626,2.7168,428.7836,17.548,0.00382194,0.006563146,0.03526578,0.004345235,0.002398074,0.015285341,0.01648505,0.010648079,0.039251979,0.038288985,0.030212009,2.6,9.9,5.2,89,3.1274764951141,0.130139898090215,5,3,5,5,3,3,2,4,3,5,4,5,5,2,3,4,5,4,3,2,3,3,3,1,2,4,2,5,5,5,3.375,1,5,4,5,4.5,3,3.18181818181818,3.76923076923077,3.33333333333333,3.61276223776224
"28","Hong Kong",2011,0.139710413,11.9130371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0.0201382380506092,NA,1,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Macao",2011,0.794540385,0.694930704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Colombia",2011,0.831044605,0.472737233,115,11496.5,2621.6388,64.1399,75.7796,2151.2435,662.2982,25.9222,11.3612,1.7525,1.7342,20.1159,1.6419,250.5021,17.4809,0.002565831,0.002398648,0.018151463,3.49e-05,0.001822304,0.009910847,0.003773184,0.01421207,0.002406229,0.002459764,0.002808338,10,3,3,23,0.115011833652654,0.0058713633984556,3,1,3,4,2,3,2,2,2,5,3,4,2,3,3,2,1,1,3,2,1,2,1,1,1,1,2,1,1,1,1.125,4,2,2,3,2.5,2.5,1.27272727272727,2.53846153846154,2.66666666666667,2.2027972027972
"31","Comoros",2011,0.006721092,5.712772568,NA,1347.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Congo",2011,1.070064563,0.316510011,98,5632.4,2318.3875,53.6182,46.4887,1204.6758,383.5516,17.9486,7.8602,1.0629,0.85645,18.4973,1.8311,367.0606,8.3377,0.02310178,0.010217528,0.086739633,0.00303125,0.022339944,0.084067788,0.026328479,0.046137114,0.013002429,0.05486941,0.020394074,NA,NA,NA,2,0.000928543143118539,NA,4,1,1,1,1,2,1,1,1,4,2,3,1,1,1,2,2,2,1,5,4,4,2,5,5,4,4,3,5,4,4,NA,NA,NA,NA,NA,1.5,4.09090909090909,1.69230769230769,NA,NA
"33","Democratic Republic of the Congo",2011,0.116404417,1.359150499,NA,617.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.0134237288135593,NA,1,4,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Cook Islands",2011,0.481280004,0.742386281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.000299490865528601,NA,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Costa Rica",2011,0.327071147,0.651988085,118,13072.1,2959.814,79.5574,94.0165,4272.2312,985.5068,29.9328,14.577,2.8964,2.2955,28.6293,1.7563,349.4927,20.0279,0.002415046,0.002477534,0.017586988,0.000122395,0.001773319,0.007257914,0.003522357,0.012758999,0.003443831,0.002952176,0.004224655,10,3,3,14,1.14979463137369,0.0301519217394461,2,2,5,4,2,3,3,3,3,5,5,5,4,5,5,5,2,2,3,1,1,2,1,1,1,1,2,2,2,2,1.5,4,2,2,4,3.25,2.5,1.45454545454545,3.84615384615385,2.66666666666667,2.76267482517482
"36","Croatia",2011,2.680663909,0.26946833,123,20571.2,3186.6077,78.6068,118.5219,562.0531,835.0259,10.8979,8.8853,1.4191,1.8243,15.2161,1.7064,292.3455,22.1113,0.009227834,0.008941725,0.05411009,0.01180932,0.013557177,0.072185691,0.017049219,0.044940987,0.026020977,0.006294607,0.019908163,NA,NA,NA,24,0.179764752506505,0.0605105512154269,5,1,4,4,3,4,4,3,4,2,4,1,1,1,4,1,1,2,3,4,4,4,4,4,4,4,4,5,3,4,4,NA,NA,NA,4,3.5,3.5,4,2.38461538461538,NA,3.34615384615385
"37","Cuba",2011,6.740348821,0.464940617,131,18924.8,3039.603,82.5926,53.8979,1041.2889,715.7912,38.3092,14.1496,2.1586,1.5853,22.2623,2.3434,414.8197,17.2826,0.001356567,0.001280082,0.009286474,0.000513954,0.001314709,0.004869686,0.002511621,0.005313779,0.00139525,0.001777503,0.001785732,NA,NA,NA,13,1.02040155977765,0.00440448418482018,5,1,5,3,4,4,3,3,1,4,4,5,4,4,3,3,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,2,3.25,4,1,3.38461538461538,NA,2.90865384615385
"38","Curaçcao",2011,0.634649723,9.822680637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Cyprus",2011,1.654181441,0.308183499,104,32983.1,2701.604,75.0975,125.9869,472.1481,655.7096,11.0419,8.9721,1.3265,1.6005,16.386,1.5165,278.9988,26.8079,0.004110385,0.006464056,0.0381797,0.008040761,0.008579442,0.0371627,0.010722599,0.030029654,0.01482311,0.00594109,0.018240501,NA,NA,NA,15,3.92843434343434,0.102613073747685,4,1,5,4,1,5,2,3,4,2,3,1,1,1,3,1,1,1,4,2,3,3,4,3,3,3,4,4,3,4,3.5,NA,NA,NA,4,3.5,3,3.27272727272727,2.07692307692308,NA,2.96241258741259
"40","Denmark",2011,3.3491108,0.319426369,133,43314.1,4252.7703,130.4213,179.7357,1486.0662,2122.3866,16.5452,17.293,1.8035,2.9063,22.263,2.4601,540.1852,22.879,0.011433866,0.008317283,0.040445938,0.005261984,0.013456548,0.064140969,0.013129243,0.03907607,0.018258445,0.003251138,0.015920805,10,3.3,6,24,0.050137704899726,0.0216661136739702,5,1,3,4,4,5,5,5,5,5,5,2,5,3,5,3,4,5,4,4,4,3,3,4,4,3,4,4,2,4,3.5,4,3,4,4,3.25,4.5,3.54545454545455,4.30769230769231,3.66666666666667,3.90078671328671
"41","Djibouti",2011,0.135877863,2.296500365,106,2783,2431.516,57.7924,54.8275,1422.2855,242.3903,30.9142,19.1589,1.4755,0.82941,11.9892,1.4615,339.3013,11.1227,0.00222501,0.001151754,0.009200173,0.000331701,0.001945377,0.016667681,0.003621699,0.006845631,0.00100913,0.007375514,0.00085959,NA,NA,NA,NA,NA,NA,1,5,NA,NA,1,1,1,1,1,5,1,5,5,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,3,1,1.375,NA,NA,NA,NA,NA,1,1.27272727272727,2.07692307692308,NA,NA
"42","Dominica",2011,1.775420006,0.02965346,NA,10189.4,2530.9062,75.6218,64.7708,755.9732,817.2589,31.1047,9.9362,2.7137,2.0203,27.9371,2.4005,392.3055,10.1886,0.024371064,0.014894492,0.094785683,0.002676987,0.008079677,0.041566949,0.018614409,0.057497821,0.012406781,0.011434778,0.018432992,NA,NA,NA,3,0.00903614457831325,NA,5,1,2,1,NA,3,2,3,2,3,4,5,2,5,4,5,4,3,1,5,5,5,2,3,3,4,5,3,4,4,3.5,NA,NA,NA,NA,NA,NA,3.90909090909091,3.30769230769231,NA,NA
"43","Dominican Republic",2011,0.485824058,1.943557043,107,11375.6,2493.199,60.6523,90.336,2468.8125,462.2288,23.1526,10.2499,1.8132,1.4711,21.3745,1.8904,295.1208,22.846,0.002619014,0.003941623,0.031101063,0.000219791,0.003639428,0.013627612,0.007391367,0.017474011,0.005055298,0.006657781,0.006023669,NA,NA,NA,23,0.153366654766155,0.00511616090579838,3,4,4,4,1,3,1,1,3,5,2,4,2,3,2,3,2,2,4,2,2,3,1,2,2,2,2,2,3,2,2,NA,NA,NA,3,3.5,2,2.09090909090909,2.61538461538462,NA,2.55157342657343
"44","Ecuador",2011,1.367994367,0.964945031,110,9927,2463.7345,71.9176,96.5898,2868.4479,821.1647,24.1511,11.8872,1.7711,1.8971,20.8374,1.9638,253.0108,17.4473,0.002546618,0.003008258,0.019795613,4.13e-05,0.003328438,0.010373473,0.003817369,0.012038944,0.003357847,0.003365322,0.005722321,9.9,3,1,16,0.611144679422625,0.864309526207985,4,3,5,4,1,3,1,2,4,5,4,4,3,3,4,3,2,1,3,2,2,2,1,2,1,1,2,2,2,2,1.625,3,2,1,5,4.25,2,1.72727272727273,3,2,2.74431818181818
"45","Egypt",2011,1.161678431,0.155713078,151,10071.2,3537.702,88.2055,58.6383,504.4676,595.082,26.3524,9.2912,1.5725,1.216,21.2573,2.0325,390.1454,14.482,0.00560642,0.003479733,0.023289806,0.005402607,0.005358655,0.020686846,0.009909145,0.017244883,0.002951067,0.003914237,0.00790999,9.6,2.9,4.9,16,2.62903118381266,0.194337145389106,4,1,5,4,5,3,5,4,1,2,3,4,2,2,2,3,3,3,2,3,2,2,3,3,2,3,2,1,2,2,2.25,3,1,3,5,3.75,4,2.27272727272727,2.76923076923077,2.33333333333333,3.19798951048951
"46","El Salvador",2011,2.188674273,1.697206269,113,7596.5,2435.6449,64.6329,54.3968,2104.3196,584.0895,35.1915,11.0461,2.0077,1.3204,19.7988,2.4558,535.9666,16.7538,0.002478567,0.002792648,0.020800701,0.000434598,0.00241111,0.009854709,0.004526625,0.009560261,0.002250866,0.003119112,0.003473403,NA,NA,NA,11,0.0899707079825353,0.00572160778626829,5,4,3,3,2,2,1,2,1,5,3,5,2,4,2,2,4,5,2,1,2,2,1,1,1,2,1,1,2,1,1.25,NA,NA,NA,3,3.75,2,1.36363636363636,2.92307692307692,NA,2.50917832167832
"47","Equatorial Guinea",2011,0.154427582,0.377033481,NA,36754.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.00210822206605762,NA,2,1,2,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
