country,year,Q.exp,Q.imp,V.exp,V.imp,Q.balance,V.balance,UV.balance,energy_adequacy,food_deficit,food_price,food_production,gdp,protein_supply,protein_animal,undernourish,food_price_volatility,food_supply_variability,total_population,number_undernourished,dietary_energy_supply,fat_supply,food_over_acquisition,food_production_variability,calories,protein,fat,vitaminA,calcium,iron,zinc,thiamin,riboflavin,niacin,B6,magnesium,polyunsatFA,calories_demersalfish,calories_pelagicfish,calories_othermarinefish,calories_crustaceans,calories_molluscs,calories_seafood,protein_demersalfish,protein_pelagicFish,protein_othermarinefish,protein_crustaceans,protein_molluscs,protein_seafood,fat_demersalfish,fat_pelagicfish,fat_othermarinefish,fat_crustaceans,fat_molluscs,fat_seafood,vitaminA_demersalfish,vitaminA_pelagicfish,vitaminA_othermarinefish,vitaminA_crustaceans,vitaminA_molluscs,vitaminA_seafood,calcium_demersalfish,calcium_pelagicfish,calcium_othermarinefish,calcium_crustaceans,calcium_molluscs,calcium_seafood,iron_demersalfish,iron_pelagicfish,iron_othermarinefish,iron_crustaceans,iron_molluscs,iron_seafood,zinc_demersalfish,zinc_pelagicfish,zinc_othermarinefish,zinc_crustaceans,zinc_molluscs,zinc_seafood,thiamin_demersalfish,thiamin_pelagicfish,thiamin_othermarinefish,thiamin_crustaceans,thiamin_molluscs,thiamin_seafood,riboflavin_demersalfish,riboflavin_pelagicfish,riboflavin_othermarinefish,riboflavin_crustaceans,riboflavin_molluscs,riboflavin_seafood,niacin_demersalfish,niacin_pelagicFish,niacin_othermarinefish,niacin_crustaceans,niacin_molluscs,niacin_seafood,B6_demersalfish,B6_pelagicFish,B6_othermarinefish,B6_crustaceans,B6_molluscs,B6_seafood,polyunsatFA_demersalfish,polyunsatFA_pelagicFish,polyunsatFA_othermarinefish,polyunsatFA_crustaceans,polyunsatFA_molluscs,polyunsatFA_seafood,calories_percentseafood,protein_percentseafood,fat_percentseafood,vitaminA_percentseafood,calcium_percentseafood,iron_percentseafood,zinc_percentseafood,thiamin_percentseafood,riboflavin_percentseafood,niacin_percentseafood,B6_percentseafood,polyunsatFA_percentseafood,native,ex.imp,fishmeal,intensity,nutri,hatchery,antibiotic,habitat,GMO,code,trace,employment,waste
Thailand,2011,948072,955431,2027990,876835,0.992297717,2.312852475,2.330804995,112,68,4.28,390,13654.3,59,23,9.3,6.3,38,66.4,6.2,2750,59,17.6,10.7,2759.3385,59.0223,61.5186,513.2421,344.7917,13.9656,5.9228,1.228,1.05,18.0364,1.6743,270.468,12.9027,0.94636,22.446,0.25672,0.83836,2.9914,27.47884,0.19253,3.1328,0.048909,0.17813,0.41949,3.971859,0.01409,1.0173,0.0052932,0.0099616,0.033392,1.0800368,0.18927,5.8134,0.074104,0.15781,0.90437,7.138954,0.18927,3.5526,0.052932,0.4537,1.0783,5.326802,0.0035751,0.17763,0.0012174,0.0058192,0.1374,0.3256417,0.0044163,0.10658,0.0012704,0.034915,0.055654,0.2028357,0.00058884,0.016148,0.00019849,0.00042411,0.00090437,0.01826381,0.00068348,0.024222,0.00021173,0.00039452,0.0034784,0.02899013,0.023133,1.2531,0.0076751,0.024658,0.036523,1.3450891,0.0029547,0.064593,0.00079397,0.0014795,0.0017392,0.07156037,0.0044374,0.18522,0.0012532,0.0031266,0.0066784,0.2007156,0.009958488,0.067294209,0.017556264,0.013909525,0.015449334,0.023317416,0.034246589,0.014872809,0.027609648,0.074576362,0.042740471,0.015556093,9.3,1.9,2.6,2,9.5,1.6,2.5,1.8,6.9,3.5,4.1,5.9,2.2
Timor-Leste,2011,1595,237760,3244,744935,0.006708445,0.004354742,0.649143287,101,220,NA,116,1965.5,55,17,32.1,NA,14,1.1,0.3,2066,42,13.7,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Togo,2011,88479,174296,653729,240576,0.507636435,2.717349195,5.352943584,109,139,7.24,129,1255.1,55,7,20.5,20.7,11,6.3,1.3,2357,50,17.5,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tonga,2011,90024,703988,195283,1378465,0.12787718,0.141666999,1.107836437,NA,NA,NA,327,5030.7,NA,NA,,NA,NA,0.1,,NA,NA,NA,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,7,10,10,1,5,5,8,5,3,7,3
Trinidad and Tobago,2011,99773,275819,252241,456424,0.361733601,0.552646224,1.527771329,117,77,3.52,104,29765,76,38,10.2,14.1,19,1.3,0.1,2852,82,23.2,8,2908.0079,67.9135,90.3065,267.0759,233.2387,19.4543,7.6414,2.3662,1.5864,27.0418,1.5293,255.6364,20.1074,1.874,16.3121,9.7394,0.98384,0.47147,29.38081,0.38125,2.2767,1.8708,0.21152,0.066115,4.806385,0.027901,0.57503,0.1958,0.011361,0.0052629,0.8153549,0.37479,3.7553,2.8407,0.081986,0.14254,7.195316,0.37479,2.5818,2.029,0.53877,0.16995,5.69431,0.0070795,0.1197,0.046668,0.0069103,0.021655,0.2020128,0.0087452,0.077453,0.048697,0.041462,0.0087715,0.1851287,0.001166,0.011735,0.0077104,0.00055048,0.00014254,0.02130442,0.0013534,0.018777,0.0096379,0.00050363,0.00054822,0.03082015,0.045808,0.71586,0.29421,0.029281,0.0057563,1.0909153,0.0054137,0.046941,0.030436,0.0017568,0.00027411,0.08482161,0.0087868,0.13343,0.049001,0.0034668,0.0010526,0.1957372,0.010103415,0.070772159,0.009028751,0.026941091,0.024414087,0.010383967,0.024227066,0.009003643,0.019427729,0.040341815,0.055464337,0.009734585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,2011,346294,838833,429061,1132358,0.412828298,0.37890932,0.917837565,141,6,3.68,328,10218.6,97,26,<5.0,3.8,24,10.6,ns,3343,87,48.2,13.4,3435.5663,94.4049,90.6711,516.4541,647.9324,17.6536,10.827,1.6374,1.4923,18.6358,1.8968,441.7448,26.2731,2.7173,20.4014,0.38716,0.074795,0.14632,23.726975,0.55281,2.8474,0.074366,0.016081,0.020519,3.511176,0.040457,0.71919,0.0077835,0.0008637,0.0016333,0.7699275,0.54345,4.6967,0.11292,0.0062329,0.044236,5.4035389,0.54345,3.229,0.080658,0.040959,0.052742,3.946809,0.010265,0.14971,0.0018551,0.00052534,0.0067204,0.16907584,0.012681,0.09687,0.0019358,0.0031521,0.0027222,0.1173611,0.0016907,0.014677,0.0003065,4.18E-05,4.42E-05,0.016760285,0.0019625,0.023484,0.00038312,3.83E-05,0.00017014,0.026038048,0.066422,0.89531,0.011695,0.002226,0.0017864,0.9774394,0.0078499,0.058709,0.0012099,0.00013356,8.51E-05,0.067987428,0.012741,0.16688,0.0019479,0.00026356,0.00032666,0.18215912,0.006906278,0.03719273,0.008491432,0.010462767,0.00609139,0.009577414,0.010839669,0.010235914,0.017448266,0.052449554,0.035843224,0.006933294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turkey,2011,485864,534545,573207,509403,0.908930025,1.125252501,1.237996844,154,2,3.64,456,17873.7,103,31,<5.0,23,21,72.1,ns,3650,116,65.3,9.7,4014.2805,120.2539,134.7021,676.3445,955.7467,28.8644,20.1698,3.5464,2.4689,35.4031,3.9361,939.7449,36.7664,1.1806,9.2346,0.048395,0.023014,0.68282,11.169429,0.24019,1.2889,0.0092958,0.0049479,0.095753,1.6390867,0.017578,0.32553,0.00097293,0.00026575,0.0076221,0.35196878,0.23612,2.1259,0.014115,0.0019178,0.20643,2.5844828,0.23612,1.4616,0.010082,0.012603,0.24613,1.966535,0.0044601,0.067764,0.00023189,0.00016164,0.031362,0.10397963,0.0055095,0.043848,0.00024197,0.00096986,0.012704,0.06327333,0.0007346,0.0066436,3.83E-05,1.29E-05,0.00020643,0.007635819,0.00085266,0.01063,4.79E-05,1.18E-05,0.00079397,0.012336301,0.028859,0.40526,0.0014619,0.00068493,0.0083367,0.44460253,0.0034106,0.026574,0.00015123,4.11E-05,0.00039699,0.030573916,0.0055357,0.075537,0.00024348,8.11E-05,0.0015244,0.082921676,0.002782424,0.013630217,0.002612942,0.003821252,0.00205759,0.003602349,0.003137033,0.002153118,0.004996679,0.012558294,0.007767566,0.002255366,6.4,3,3.2,3.1,8.9,6.4,4.1,5.1,5.1,4.5,4.2,5,6
Turkmenistan,2011,1323,177608,5574,448782,0.007448989,0.012420284,1.667378566,122,32,NA,438,11360.5,92,39,<5.0,NA,29,5,ns,2881,82,28.8,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turks and Caicos Islands,2011,47742,140441,190609,348251,0.339943464,0.54733224,1.610068434,NA,NA,NA,NA,NA,NA,NA,,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tuvalu,2011,59334,20303,162463,98008,2.922425257,1.657650396,0.567217379,NA,NA,NA,93,3488.2,NA,NA,,NA,NA,0,,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,2011,34971,147755,126779,311361,0.236682346,0.407176878,1.72035171,109,167,5.56,156,1648.5,51,12,25.1,25.7,21,34,8.5,2281,50,17.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ukraine,2011,67033,319416,150351,482923,0.209861122,0.311335347,1.483530371,125,NA,5.47,431,8281.9,86,41,,6.4,38,46,,NA,92,32.7,32.2,3265.2268,84.8418,100.2678,801.1542,762.2621,13.1944,10.1237,1.5389,1.6379,18.8409,2.2155,359.1226,22.7755,1.1056,19.278,1.7422,0.18986,0.87791,23.19357,0.22494,2.6906,0.33465,0.040821,0.12311,3.414121,0.016462,0.67958,0.035026,0.0021925,0.0097999,0.7430604,0.22113,4.4381,0.50814,0.015822,0.26541,5.448602,0.22113,3.0512,0.36296,0.10397,0.31645,4.05571,0.0041769,0.14146,0.0083481,0.0013336,0.040322,0.1956406,0.0051597,0.091536,0.008711,0.0080014,0.016333,0.1297411,0.00068796,0.013869,0.0013792,0.00010623,0.00026541,0.0163078,0.00079852,0.02219,0.0017241,9.72E-05,0.0010208,0.025830612,0.027027,0.84601,0.052629,0.0056507,0.010719,0.9420357,0.0031941,0.055476,0.0054444,0.00033904,0.00051041,0.06496395,0.0051842,0.15769,0.0087655,0.00066904,0.00196,0.17426874,0.007103203,0.040241025,0.007410758,0.00680094,0.005320624,0.014827548,0.012815581,0.01059705,0.015770567,0.049999506,0.029322478,0.007651588,7.7,5,9.5,6.2,6.6,5.9,6.4,6.2,6.3,5,4.7,5,6.9
USSR,2011,2584,688,17862,4388,3.755813953,4.07064722,1.083825576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,2011,1352677,834961,931087,1768990,1.620048122,0.526338193,0.324890468,122,34,NA,71,57594.1,100,41,<5.0,NA,18,8.4,ns,3176,96,23.6,25.1,3271.9059,97.8636,109.0682,362.7687,417.0413,26.6928,15.871,2.6433,1.3916,28.7097,2.7664,661.5259,31.7848,13.933,10.8298,3.0852,0.45452,0.55276,28.85528,2.8346,1.5115,0.59261,0.097722,0.077514,5.113946,0.20745,0.38177,0.062024,0.0052486,0.0061703,0.6626629,2.7866,2.4932,0.89984,0.037877,0.16711,6.384627,2.7866,1.7141,0.64274,0.2489,0.19925,5.59159,0.052636,0.079471,0.014783,0.0031925,0.025388,0.1754705,0.065021,0.051422,0.015426,0.019155,0.010284,0.161308,0.0086694,0.0077912,0.0024424,0.00025432,0.00016711,0.01932443,0.010063,0.012466,0.003053,0.00023267,0.00064274,0.02645741,0.34058,0.47527,0.093197,0.013527,0.0067488,0.9293228,0.040251,0.031165,0.0096411,0.00081164,0.00032137,0.08219011,0.06533,0.088586,0.015522,0.0016016,0.0012341,0.1722737,0.008819104,0.052255854,0.006075675,0.017599718,0.013407761,0.006573702,0.010163695,0.007310721,0.019012223,0.032369645,0.029710132,0.005420003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Kingdom,2011,617956,1248636,931127,1167909,0.49490484,0.797259889,1.610935729,137,NA,1.2,260,36590.2,102,58,,7.1,15,62.3,,NA,140,47.1,4.8,3349.3622,90.7778,133.9593,778.6964,852.5724,17.7893,11.4254,1.6029,1.878,20.2556,2.098,364.7756,25.1976,6.7088,7.6842,0.14518,1.9504,2.2923,18.78088,1.3649,1.0725,0.027887,0.41934,0.32146,3.206087,0.099887,0.27088,0.0029188,0.022523,0.025589,0.4217978,1.3418,1.769,0.042345,0.16253,0.69302,4.008695,1.3418,1.2162,0.030247,1.0681,0.8263,4.482647,0.025344,0.056388,0.00069567,0.013699,0.10529,0.20141667,0.031308,0.036486,0.00072592,0.082196,0.042648,0.19336392,0.0041744,0.0055282,0.00011494,0.0010913,0.00069302,0.01160186,0.0048453,0.0088452,0.00014367,0.00099842,0.0026655,0.01749809,0.16399,0.33722,0.0043858,0.058048,0.027988,0.5916318,0.019381,0.022113,0.0004537,0.0034829,0.0013327,0.0467633,0.031457,0.062856,0.00073045,0.0068729,0.0051177,0.10703405,0.0056073,0.035317963,0.003148701,0.005147956,0.00525779,0.011322349,0.016924039,0.007238044,0.009317407,0.029208308,0.022289466,0.004247787,9.9,3.4,1.9,2.7,8.6,3.5,1.9,3.5,5.5,5.9,4.3,4.2,5.5
United States of America,2011,1093747,533909,1762854,1365212,2.048564456,1.291267583,0.630328023,143,NA,1,669,49781.4,110,71,,0,44,312.2,,NA,161,57.8,13.2,3975.6395,104.0201,197.6878,937.759,1095.4777,23.1853,13.5961,2.9667,3.1752,33.2449,2.2685,390.1896,53.7491,3.9822,7.3697,0.024197,3.4578,5.5601,20.393997,0.81015,1.0286,0.0046479,0.74343,0.7797,3.3665279,0.05929,0.25979,0.00048647,0.039929,0.062066,0.42156147,0.79644,1.6966,0.0070575,0.28815,1.681,4.4692475,0.79644,1.1664,0.0050411,1.8936,2.0042,5.8656811,0.015044,0.05408,0.00011595,0.024287,0.25538,0.34890695,0.018584,0.034993,0.00012099,0.14572,0.10344,0.30285799,0.0024778,0.0053019,1.92E-05,0.0019347,0.001681,0.011414556,0.002876,0.0084831,2.39E-05,0.0017701,0.0064652,0.019618345,0.097342,0.32342,0.00073096,0.10291,0.067885,0.59228796,0.011504,0.021208,7.56E-05,0.0061747,0.0032326,0.042194916,0.018672,0.060283,0.00012174,0.012185,0.012413,0.10367474,0.00512974,0.032364206,0.002132461,0.004765881,0.00535445,0.015048628,0.022275358,0.00384756,0.006178617,0.017815904,0.01860036,0.001928865,3.7,7.1,7.3,5.1,5.6,6.4,7.3,5.8,6.4,7,6.7,4.4,8.4
Uruguay,2011,370840,355309,358840,584079,1.043711249,0.614368947,0.588638809,122,23,3.09,1128,17904.8,86,45,<5.0,5.3,33,3.4,ns,2918,85,23,38.6,3107.8075,107.1745,88.2736,897.6721,1346.4818,35.0373,19.1219,1.9621,1.9375,21.9279,1.7417,293.4582,17.8626,3.1874,2.2361,0.10952,0.074705,0.94436,6.552085,0.65158,0.4108,0.023819,0.015493,0.15838,1.260072,0.040946,0.063526,0.0017644,0.00095274,0.019965,0.12715414,0.35605,0,0.037808,0,0.056882,0.45074,0.92574,0.55056,0.018904,0.052534,1.015,2.562738,0.039166,0.021175,0.0013863,0.00097945,0.03346,0.09616675,0.017803,0.010588,0.00037808,0.0016027,0.018961,0.04933278,0.0028484,0.0010588,0.00010082,0.00011575,0.00055767,0.00468144,0.0037386,0.0023293,6.30E-05,5.34E-05,0.0021192,0.008303539,0.089014,0.071996,0.0027726,0.0016918,0.020076,0.1855504,0.010219,0.0084701,0.00037808,0.00013356,0.00055767,0.01975841,0.012462,0.016305,0.00050411,0.00026712,0.0092573,0.03879553,0.002108266,0.0117572,0.001440455,0.000502121,0.001903285,0.002744696,0.00257991,0.002385933,0.004285698,0.008461841,0.011344325,0.002171886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uzbekistan,2011,1435,112356,6285,119895,0.012771904,0.052420868,4.104389599,113,58,NA,321,4412.5,80,27,8.5,NA,28,27.8,2.4,2633,68,15.8,7.9,2624.2643,75.3359,68.2702,1103.2933,650.6895,31.1471,17.7047,1.1753,1.3657,13.7268,1.5493,272.8362,18.8298,0,0.15728,0.012099,0,0,0.169379,0,0.021951,0.0023239,0,0,0.0242749,0,0.0055444,0.00024323,0,0,0.00578763,0,0.036208,0.0035288,0,0,0.0397368,0,0.024893,0.0025205,0,0,0.0274135,0,0.0011541,5.80E-05,0,0,0.001212073,0,0.00074679,6.05E-05,0,0,0.000807283,0,0.00011315,9.58E-06,0,0,0.000122728,0,0.00018104,1.20E-05,0,0,0.000193013,0,0.0069022,0.00036548,0,0,0.00726768,0,0.0004526,3.78E-05,0,0,0.000490408,0,0.0012865,6.09E-05,0,0,0.001347371,6.45E-05,0.000322222,8.48E-05,3.60E-05,4.21E-05,3.89E-05,4.56E-05,0.000104423,0.000141329,0.000529452,0.000316535,7.16E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vanuatu,2011,18872,189885,33077,518062,0.099386471,0.06384757,0.642417121,131,37,NA,307,2915.2,67,28,6,NA,18,0.2,<0.1,2838,101,40.3,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Venezuela,2011,116601,178740,486841,195827,0.652349782,2.486076997,3.810957045,124,14,3.6,214,17001.9,84,45,<5.0,6.8,101,29,ns,2901,89,27.5,10.6,2834.3411,83.6347,86.1949,1217.4391,606.8359,34.1952,14.9639,2.1946,2.1648,31.5234,1.8145,265.6958,28.2345,2.2275,8.8762,0.20808,0.53443,4.0495,15.89571,0.45534,1.6307,0.045256,0.11084,0.67915,2.921286,0.028615,0.25216,0.0033523,0.0068158,0.085611,0.3765541,0.24882,0,0.071836,0,0.24392,0.564576,0.64694,2.1854,0.035918,0.37582,4.3523,7.596378,0.02737,0.084055,0.002634,0.0070068,0.14348,0.2645458,0.012441,0.042027,0.00071836,0.011466,0.081307,0.14795936,0.0019906,0.0042027,0.00019156,0.00082808,0.0023914,0.00960434,0.0026126,0.009246,0.00011973,0.00038219,0.0090872,0.02144772,0.062205,0.28579,0.0052679,0.012103,0.086089,0.4514549,0.0071412,0.033622,0.00071836,0.00095548,0.0023914,0.04482844,0.0087088,0.064722,0.00095781,0.001911,0.039697,0.11599661,0.005608256,0.034929114,0.004368635,0.000463741,0.01251801,0.007736343,0.009887754,0.004376351,0.009907483,0.014321263,0.024705671,0.004108329,1,5,3,3,10,7,3,3,5,7,5,5,5
Viet Nam,2011,631817,322467,2848541,389152,1.959322969,7.319867301,3.735916648,116,110,NA,276,4717,76,30,14.5,NA,19,89.1,12.9,2678,70,22.8,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,2.1,2.8,2.8,8.7,2,2.4,2.2,7,3.6,3.8,7.1,2.7
Yemen,2011,241874,146832,1008477,329148,1.647283971,3.063901345,1.859971565,102,183,7.55,75,3616.2,58,13,27,12,15,22.8,6.1,2188,43,10.4,1.4,2372.9504,68.8528,45.0449,112.1391,247.8536,19.6737,12.1693,2.1962,1.0242,23.3337,2.1798,617.1541,10.4767,1.0775,3.0108,NA,0.01726,0,NA,0.21922,0.42021,NA,0.003711,0,NA,0.016043,0.10614,NA,0.00019932,0,NA,0.21551,0.69313,NA,0.0014384,0,NA,0.21551,0.47653,NA,0.0094521,0,NA,0.0040707,0.022093,NA,0.00012123,0,NA,0.0050285,0.014296,NA,0.0007274,0,NA,0.00067047,0.002166,NA,9.66E-06,0,NA,0.00077822,0.0034656,NA,8.84E-06,0,NA,0.02634,0.13213,NA,0.0005137,0,NA,0.0031129,0.0086641,NA,3.08E-05,0,NA,0.0050524,0.024628,NA,6.08E-05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yugoslavia SFR,2011,117340,155199,377592,125169,0.756061573,3.016657479,3.989962707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zambia,2011,331282,224755,147143,425553,1.473969433,0.345768917,0.234583506,90,442,9.75,119,3381.4,52,10,51.7,5.7,44,13.2,6.8,1897,41,10.8,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
