country,year,Q.exp,Q.imp,V.exp,V.imp,Q.balance,V.balance,UV.balance,energy_adequacy,food_deficit,food_price,food_production,gdp,protein_supply,protein_animal,undernourish,food_price_volatility,food_supply_variability,total_population,number_undernourished,dietary_energy_supply,fat_supply,food_over_acquisition,food_production_variability,calories,protein,fat,vitaminA,calcium,iron,zinc,thiamin,riboflavin,niacin,B6,magnesium,polyunsatFA,calories_demersalfish,calories_pelagicfish,calories_othermarinefish,calories_crustaceans,calories_molluscs,calories_seafood,protein_demersalfish,protein_pelagicFish,protein_othermarinefish,protein_crustaceans,protein_molluscs,protein_seafood,fat_demersalfish,fat_pelagicfish,fat_othermarinefish,fat_crustaceans,fat_molluscs,fat_seafood,vitaminA_demersalfish,vitaminA_pelagicfish,vitaminA_othermarinefish,vitaminA_crustaceans,vitaminA_molluscs,vitaminA_seafood,calcium_demersalfish,calcium_pelagicfish,calcium_othermarinefish,calcium_crustaceans,calcium_molluscs,calcium_seafood,iron_demersalfish,iron_pelagicfish,iron_othermarinefish,iron_crustaceans,iron_molluscs,iron_seafood,zinc_demersalfish,zinc_pelagicfish,zinc_othermarinefish,zinc_crustaceans,zinc_molluscs,zinc_seafood,thiamin_demersalfish,thiamin_pelagicfish,thiamin_othermarinefish,thiamin_crustaceans,thiamin_molluscs,thiamin_seafood,riboflavin_demersalfish,riboflavin_pelagicfish,riboflavin_othermarinefish,riboflavin_crustaceans,riboflavin_molluscs,riboflavin_seafood,niacin_demersalfish,niacin_pelagicFish,niacin_othermarinefish,niacin_crustaceans,niacin_molluscs,niacin_seafood,B6_demersalfish,B6_pelagicFish,B6_othermarinefish,B6_crustaceans,B6_molluscs,B6_seafood,polyunsatFA_demersalfish,polyunsatFA_pelagicFish,polyunsatFA_othermarinefish,polyunsatFA_crustaceans,polyunsatFA_molluscs,polyunsatFA_seafood,calories_percentseafood,protein_percentseafood,fat_percentseafood,vitaminA_percentseafood,calcium_percentseafood,iron_percentseafood,zinc_percentseafood,thiamin_percentseafood,riboflavin_percentseafood,niacin_percentseafood,B6_percentseafood,polyunsatFA_percentseafood,native,ex.imp,fishmeal,intensity,nutri,hatchery,antibiotic,habitat,GMO,code,trace,employment,waste
Bahamas,2011,467752,187720,365905,757233,2.491753676,0.483213225,0.193924957,NA,NA,1.58,NA,22665.2,NA,NA,,4.2,NA,0.4,,NA,NA,NA,5.1,2450.8285,63.1661,95.7999,476.1618,321.3883,13.7981,7.8604,1.7628,1.4151,23.0604,1.8303,235.8513,16.4049,3.242,24.4008,2.2866,5.6729,1.7721,37.3744,0.65956,3.4056,0.43923,1.2197,0.2485,5.97259,0.048269,0.86017,0.045971,0.065508,0.019781,1.039699,0.64839,5.6174,0.66694,0.47274,0.53574,7.94121,0.64839,3.862,0.47638,3.1066,0.63877,8.73214,0.012247,0.17906,0.010957,0.039845,0.081392,0.323501,0.015129,0.11586,0.011433,0.23907,0.032969,0.414461,0.0020172,0.017555,0.0018103,0.0031741,0.00053574,0.02509234,0.0023414,0.028087,0.0022628,0.002904,0.0020605,0.0376557,0.079248,1.0708,0.069076,0.16884,0.021636,1.4096,0.0093657,0.070218,0.0071458,0.01013,0.0010303,0.0978898,0.015201,0.19959,0.011505,0.01999,0.0039563,0.2502423,0.0152497,0.094553724,0.010852819,0.016677545,0.027170062,0.023445329,0.052727724,0.014234366,0.026609922,0.061126433,0.053482926,0.015254119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bahrain,2011,462990,554062,448568,981532,0.835628504,0.457008024,0.546903345,NA,NA,2.24,23,39676.7,NA,NA,,23.1,NA,1.2,,NA,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bangladesh,2011,704874,115106,915134,388689,6.123694681,2.354411882,0.384475714,107,120,8.5,135,2579.3,55,10,17.2,3.2,17,151.2,26,2431,29,15,2.2,2368.308,55.3022,32.0261,168.4932,299.6337,13.817,5.3506,1.4359,0.78305,18.6761,1.5336,261.9291,7.2868,0.57156,1.101,0.91685,0.68116,0,3.27057,0.11628,0.15366,0.17467,0.14473,0,0.58934,0.0085099,0.049899,0.018904,0.0080938,0,0.0854067,0.11431,0.28514,0.26466,0.12822,0,0.79233,0.11431,0.17425,0.18904,0.36863,0,0.84623,0.0021592,0.0087126,0.0043479,0.0047281,0,0.0199478,0.0026673,0.0052276,0.004537,0.028368,0,0.0407999,0.00035564,0.00079205,0.0007089,0.00034459,0,0.00220118,0.00041279,0.0011881,0.00075616,0.00032055,0,0.0026776,0.013972,0.061463,0.027411,0.020034,0,0.12288,0.0017845,0.0031682,0.0028356,0.0012021,0,0.0089904,0.00268,0.0090849,0.0044755,0.0025403,0,0.0187807,0.001380973,0.010656719,0.002666784,0.004702445,0.002824215,0.001443714,0.007625294,0.001532962,0.00341945,0.006579532,0.005862285,0.002577359,5,5,3,1,1,3,1,1,6,4,1,5,1
Barbados,2011,40854,293819,210319,1089975,0.139044786,0.192957637,1.387737305,123,27,2.31,165,15401.5,91,52,<5.0,8.7,67,0.3,ns,3052,99,23.8,5.4,2939.5759,75.932,106.2332,391.1581,332.1154,17.7701,9.0119,2.2004,1.6624,27.0627,1.8606,311.7143,27.462,3.3919,49.9699,11.7115,1.0701,1.0405,67.1839,0.69006,6.9742,2.2496,0.23008,0.14591,10.28985,0.050501,1.7615,0.23545,0.012358,0.011615,2.071424,0.67838,11.5039,3.4158,0.089178,0.31456,16.001818,0.67838,7.9089,2.4399,0.58603,0.37506,11.98827,0.012814,0.36669,0.056117,0.0075164,0.04779,0.4909274,0.015829,0.23727,0.058557,0.045099,0.019358,0.376113,0.0021105,0.03595,0.0092716,0.00059877,0.00031456,0.04824543,0.0024497,0.057519,0.011589,0.00054781,0.0012099,0.07331541,0.082913,2.1929,0.35378,0.031849,0.012704,2.674146,0.0097988,0.1438,0.036598,0.001911,0.00060493,0.19271273,0.015904,0.40875,0.058923,0.003771,0.0023229,0.4896709,0.022854964,0.135514013,0.019498838,0.040908824,0.0360967,0.027626597,0.04173515,0.021925754,0.044102147,0.098812979,0.103575583,0.017830854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belarus,2011,860890,464814,1175996,970233,1.852117191,1.212075862,0.654427197,128,NA,5.29,579,16603.4,92,52,,6,55,9.5,,NA,119,32.5,10.1,3688.8721,105.5188,150.1554,1195.0655,1137.2512,17.0317,14.6872,2.1276,2.3745,23.4968,2.7782,512.408,28.6943,2.6048,17.5704,2.0568,0.10356,0.016258,22.351818,0.52994,2.4523,0.39507,0.022266,0.0022798,3.4018558,0.038783,0.61939,0.04135,0.0011959,0.00018148,0.70090038,0.52096,4.045,0.59989,0.0086301,0.0049151,5.1793952,0.52096,2.7809,0.42849,0.056712,0.0058603,3.7929223,0.0098404,0.12893,0.0098553,0.0007274,0.00074671,0.15009981,0.012156,0.083428,0.010284,0.0043644,0.00030247,0.11053487,0.0016208,0.012641,0.0016283,5.79E-05,4.92E-06,0.01595296,0.0018813,0.020225,0.0020353,5.30E-05,1.89E-05,0.024213518,0.063673,0.77107,0.062132,0.0030822,0.00019849,0.90015569,0.007525,0.050562,0.0064274,0.00018493,9.45E-06,0.064708782,0.012214,0.14372,0.010348,0.00036493,3.63E-05,0.166683226,0.006059255,0.032239334,0.004667833,0.004333984,0.003335167,0.008812967,0.007525932,0.007498101,0.010197312,0.038309714,0.023291621,0.005808932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belgium,2011,505457,477983,903232,1399705,1.057479032,0.645301689,0.610226462,148,NA,1.66,511,40858.7,102,60,,2.5,9,10.9,,NA,159,63,15.1,4269.2188,101.8597,198.1645,1931.2502,1148.9529,15.542,12.334,1.7688,2.0665,22.1378,2.4818,386.6842,33.0345,5.6688,9.0548,1.5607,1.9447,7.072,25.301,1.1533,1.2638,0.29979,0.4181,0.99173,4.12672,0.084402,0.3192,0.031377,0.022456,0.078944,0.536379,1.1338,2.0846,0.45521,0.16205,2.1381,5.97376,1.1338,1.4331,0.32515,1.0649,2.5492,6.50615,0.021415,0.066445,0.0074785,0.013659,0.32482,0.4338175,0.026454,0.042994,0.0078036,0.081953,0.13157,0.2907746,0.0035272,0.0065142,0.0012356,0.0010881,0.0021381,0.0145032,0.0040941,0.010423,0.0015445,0.00099548,0.0082233,0.02528038,0.13857,0.39737,0.047147,0.057877,0.086345,0.727309,0.016376,0.026057,0.0048773,0.0034726,0.0041116,0.0548945,0.02658,0.074067,0.0078524,0.0068526,0.015789,0.131141,0.005926377,0.040513766,0.002706736,0.003093209,0.005662678,0.027912592,0.023575045,0.008199457,0.012233429,0.032853716,0.022118825,0.003969819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,2011,10976,45561,78038,113334,0.240907794,0.688566538,2.858216111,125,36,3.03,509,7857.2,71,28,5.7,27.8,47,0.3,<0.1,2788,72,31.3,30.8,2579.8887,68.9232,65.1692,375.2132,445.2954,29.5915,13.2048,2.4586,1.7244,25.9309,1.8286,361.7647,16.1639,1.5657,9.5419,0.99661,1.4654,5.4261,18.99571,0.32007,1.753,0.21675,0.3039,0.91001,3.50373,0.020114,0.27108,0.016056,0.018688,0.11471,0.440648,0.1749,0,0.34405,0,0.32683,0.84578,0.45475,2.3493,0.17203,1.0305,5.8317,9.83828,0.019239,0.090359,0.012615,0.019212,0.19225,0.333675,0.0087452,0.045179,0.0034405,0.031438,0.10894,0.1977427,0.0013992,0.0045179,0.00091748,0.0022705,0.0032042,0.01230928,0.0018365,0.0099395,0.00057342,0.0010479,0.012176,0.02557332,0.043726,0.30722,0.025231,0.033185,0.11535,0.524712,0.0050197,0.036144,0.0034405,0.0026199,0.0032042,0.0504283,0.0061216,0.069576,0.0045874,0.0052397,0.05319,0.1387147,0.007362996,0.050835278,0.006761599,0.002254132,0.022093828,0.011276042,0.014975062,0.005006622,0.014830271,0.020235009,0.027577546,0.008581759,1,5,3,3,3,5,1,1,5,7,3,5,3
Benin,2011,997,58575,2825,109069,0.017020913,0.025901035,1.521718287,118,78,8.05,189,1761.6,61,11,12.1,16.4,41,9.5,1.2,2575,49,25.6,11,2830.891,64.5148,54.9199,709.7672,433.2572,22.1524,12.8966,2.5888,1.058,18.8511,3.1428,565.3241,15.4697,0.49556,2.4314,7.3318,0.56356,0,10.82232,0.11544,0.43269,1.5886,0.041685,0,2.178415,0.0058301,0.082535,0.061098,0.0013973,0,0.1508604,0.040811,0.42383,2.0621,0.03726,0,2.564001,1.0319,0.62459,3.9714,1.7943,0,7.42219,0.001166,0.024538,0.23676,0.003726,0,0.26619,0.0051888,0.011376,0.035895,0.0082438,0,0.0607036,0.00046641,0.0026768,0.0057279,0.00010945,0,0.00898056,0.0001749,0.003123,0.0066826,9.32E-05,0,0.010073651,0.019822,0.20968,0.22438,0.0051419,0,0.4590239,0.0018656,0.0089227,0.022912,0.00034932,0,0.03404962,0.0024603,0.025586,0.035437,0.00073822,0,0.06422152,0.003822938,0.033766128,0.002746917,0.003612453,0.017131141,0.012016305,0.004706946,0.003469005,0.009521409,0.02434998,0.010834167,0.004151439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bermuda,2011,77553,201889,233105,1042986,0.384136828,0.223497727,0.581818015,NA,NA,1.45,33,54984.5,89,62,,11,53,0.1,,NA,125,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhutan,2011,1,118477,2,766040,8.44E-06,2.61E-06,0.309323273,NA,NA,4.89,200,6882.7,NA,NA,,NA,NA,0.7,,NA,NA,NA,27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bolivia,2011,15785,146515,12269,60039,0.107736409,0.204350506,1.896763656,99,182,5.64,311,5598.6,64,29,27,6.6,25,10.2,2.7,2187,50,6.4,7,2220.802,70.5079,50.7301,618.655,428.0549,28.1563,12.3114,2.0117,1.6413,23.5109,1.6826,264.9186,14.7947,0,0.69985,0.67901,0,0.048018,1.426878,0,0.12857,0.14768,0,0.0080532,0.2843032,0,0.019882,0.010939,0,0.0010152,0.0318362,0,0,0.23441,0,0.0028923,0.2373023,0,0.17231,0.11721,0,0.051608,0.341128,0,0.0066274,0.0085951,0,0.0017014,0.0169239,0,0.0033137,0.0023441,0,0.00096411,0.00662191,0,0.00033137,0.0006251,0,2.84E-05,0.000984826,0,0.00072901,0.00039068,0,0.00010775,0.00122744,0,0.022533,0.01719,0,0.0010208,0.0407438,0,0.002651,0.0023441,0,2.84E-05,0.005023456,0,0.0051031,0.0031255,0,0.00047071,0.00869931,0.000642506,0.004032218,0.00062756,0.000383578,0.000796926,0.00060107,0.000537868,0.000489549,0.000747846,0.001732975,0.002985532,0.000588002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bosnia and Herzegovina,2011,83293,397033,198065,901258,0.209788607,0.21976504,1.047554692,124,NA,4.82,242,9265,90,31,,8.3,NA,3.8,,NA,73,27.9,6.1,3042.3864,79.1284,70.712,1121.694,782.6831,14.8157,9.5784,1.4316,1.66,20.1972,2.5579,391.7227,16.2629,0.62778,3.6848,1.2583,0.011507,0.73159,6.313977,0.12772,0.51429,0.24169,0.002474,0.10259,0.988764,0.009347,0.1299,0.025296,0.00013288,0.0081666,0.17284248,0.12556,0.84831,0.36699,0.0009589,0.22118,1.5629989,0.12556,0.58321,0.26214,0.0063014,0.26371,1.2409214,0.0023716,0.02704,0.0060292,8.08E-05,0.033602,0.069123622,0.0029296,0.017496,0.0062913,0.00048493,0.013611,0.04081283,0.00039062,0.002651,0.00099612,6.44E-06,0.00022118,0.004265358,0.0004534,0.0042415,0.0012452,5.89E-06,0.00085068,0.00679667,0.015346,0.16171,0.03801,0.00034247,0.0089322,0.22434067,0.0018136,0.010604,0.0039321,2.05E-05,0.00042534,0.016795588,0.0029436,0.030141,0.0063306,4.05E-05,0.0016333,0.041089048,0.002075337,0.012495691,0.002444316,0.001393427,0.001585471,0.004665566,0.004260924,0.002979434,0.00409438,0.011107513,0.006566163,0.002526551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Botswana,2011,1770223,310020,243790,394139,5.710028385,0.61853813,0.108324878,96,227,2.98,145,13634.3,64,25,30.4,5.8,9,2,0.6,2239,58,5.1,2.8,2386.3394,63.0581,70.1049,286.2123,413.5769,22.0557,10.0184,1.4824,1.2935,16.0054,1.7277,546.4101,16.5468,0.35397,3.8057,0.25407,0.1326,0,4.54634,0.082455,0.67725,0.055049,0.0098082,0,0.8245622,0.0041644,0.12919,0.0021173,0.00032877,0,0.13580047,0.029151,0.66339,0.071458,0.0087671,0,0.7727661,0.7371,0.97762,0.13762,0.42219,0,2.27453,0.00083288,0.038407,0.0082044,0.00087671,0,0.04832099,0.0037063,0.017807,0.0012439,0.0019397,0,0.0246969,0.00033315,0.0041898,0.00019849,2.58E-05,0,0.004747193,0.00012493,0.0048881,0.00023158,2.19E-05,0,0.005266528,0.014159,0.3282,0.0077756,0.0012099,0,0.3513445,0.0013326,0.013966,0.00079397,8.22E-05,0,0.016174762,0.0017574,0.040048,0.001228,0.0001737,0,0.0432071,0.001905152,0.01307623,0.001937104,0.002699975,0.005499654,0.002190862,0.002465154,0.00320237,0.004071533,0.021951623,0.00936202,0.002611206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazil,2011,359178,1772930,812281,2198422,0.202590063,0.369483657,1.823799508,133,15,2.41,647,14830.9,92,49,<5.0,6.1,21,195.2,ns,3228,113,38.8,10.7,3186.4739,98.2038,107.0934,879.9547,856.4487,35.0344,16.7447,1.911,1.6662,22.7997,2.0573,373.5667,31.7616,3.6348,1.6387,0.66806,0.35629,0.30412,6.60197,0.74303,0.30105,0.1453,0.07389,0.051003,1.314273,0.046693,0.046553,0.010763,0.0045438,0.0064293,0.1149821,0.40603,0,0.23063,0,0.018318,0.654978,1.0557,0.40346,0.11532,0.25055,0.32685,2.15188,0.044663,0.015518,0.0084564,0.0046712,0.010775,0.0840836,0.020301,0.0077589,0.0023063,0.0076438,0.006106,0.044116,0.0032482,0.00077589,0.00061501,0.00055205,0.00017959,0.00537074,0.0042633,0.001707,0.00038438,0.00025479,0.00068244,0.00729191,0.10151,0.052761,0.016913,0.0080685,0.0064652,0.1857177,0.011653,0.0062071,0.0023063,0.00063699,0.00017959,0.02098298,0.014211,0.011949,0.0030751,0.001274,0.0029812,0.0334903,0.002071873,0.013383118,0.001073662,0.000744331,0.002512561,0.00240003,0.002634625,0.002810434,0.004376371,0.00814562,0.010199281,0.001054427,1.2,5,3.2,3.1,3.1,5.1,1.3,1.2,5.9,7,5.1,5.1,1.3
Brunei,2011,107410,865994,507288,1232086,0.124030882,0.411730999,3.319584536,123,20,3.03,104,73265.1,84,45,<5.0,3.2,43,0.4,ns,2908,81,27.7,2.4,2772.915,73.0483,78.6926,284.5088,319.4117,13.4952,7.7831,1.1206,1.1254,20.1071,1.641,267.3155,15.546,0.046849,9.7963,12.5547,1.1178,7.072,30.587649,0.0095312,1.3672,2.3919,0.2375,0.99173,4.9978612,0.00069753,0.444,0.25886,0.013282,0.078944,0.79578353,0.0093699,2.5372,3.624,0.21041,2.1381,8.5190799,0.0093699,1.5505,2.5886,0.60493,2.5492,7.3025999,0.00017699,0.077524,0.059538,0.0077589,0.32482,0.46981789,0.00021863,0.046515,0.062126,0.046553,0.13157,0.28698263,2.92E-05,0.0070477,0.0097073,0.00056548,0.0021381,0.019487731,3.38E-05,0.010572,0.010354,0.00052603,0.0082233,0.029709166,0.0011452,0.5469,0.37535,0.032877,0.086345,1.0426172,0.00014627,0.028191,0.038829,0.0019726,0.0041116,0.07325047,0.00021967,0.080837,0.061285,0.0041688,0.015789,0.16229947,0.011030864,0.068418583,0.010112559,0.029943116,0.022862656,0.034813703,0.036872535,0.017390444,0.026398761,0.051853186,0.044637703,0.01043995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulgaria,2011,578572,474812,1495569,1557160,1.218528597,0.960446582,0.788201922,113,NA,3.13,383,15603,82,39,,9.2,41,7.4,,NA,95,15.2,42,3099.4341,78.2731,105.706,490.601,668.6075,11.5691,8.3085,1.3047,1.5041,16.7849,1.5322,279.6552,23.7549,0.62778,6.2238,0.12099,0.069041,0.58527,7.626881,0.12772,0.86864,0.023239,0.014844,0.082074,1.116517,0.009347,0.2194,0.0024323,0.00079726,0.0065333,0.23850986,0.12556,1.4328,0.035288,0.0057534,0.17694,1.7763414,0.12556,0.98506,0.025205,0.037808,0.21097,1.384603,0.0023716,0.045671,0.00057973,0.00048493,0.026882,0.07598926,0.0029296,0.029552,0.00060493,0.0029096,0.010889,0.04688513,0.00039062,0.0044775,9.58E-05,3.86E-05,0.00017694,0.005179471,0.0004534,0.0071641,0.00011973,3.53E-05,0.00068055,0.008453122,0.015346,0.27313,0.0036548,0.0020548,0.0071458,0.3013314,0.0018136,0.01791,0.00037808,0.00012329,0.00034027,0.02056524,0.0029436,0.05091,0.00060871,0.00024329,0.0013067,0.0560123,0.002460733,0.014264377,0.002256351,0.003620746,0.002070876,0.006568295,0.005643032,0.003969856,0.005620053,0.017952529,0.013422034,0.002357926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burkina Faso,2011,17865,106876,174068,265626,0.167156331,0.655312356,3.920356194,122,181,8.55,132,1470.4,80,12,22.5,8,19,15.5,3.5,2662,61,33.5,11.6,2838.2954,77.9021,59.231,570.9164,304.1772,30.4966,17.3048,2.1226,1.252,20.9792,2.4583,855.383,21.0869,0,5.0391,3.6901,0.066301,0,8.795501,0,0.89673,0.79952,0.0049041,0,1.7011541,0,0.17105,0.030751,0.00016438,0,0.20196538,0,0.87837,1.0378,0.0043836,0,1.9205536,0,1.2944,1.9988,0.2111,0,3.5043,0,0.050853,0.11916,0.00043836,0,0.17045136,0,0.023577,0.018066,0.00096986,0,0.04261286,0,0.0055476,0.0028829,1.29E-05,0,0.008443377,0,0.0064722,0.0033634,1.10E-05,0,0.009846559,0,0.43456,0.11293,0.00060493,0,0.54809493,0,0.018492,0.011532,4.11E-05,0,0.030065096,0,0.053026,0.017835,8.68E-05,0,0.070947849,0.003098867,0.021837076,0.003409792,0.003363984,0.011520587,0.005589192,0.002462488,0.003977847,0.007864664,0.026125635,0.012230035,0.003364546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burundi,2011,27977,250158,313907,273403,0.111837319,1.148147606,10.26622972,NA,NA,7.29,NA,712.7,NA,NA,,40.2,NA,9.2,,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cote dIvoire,2011,92867,94064,83018,664775,0.987274622,0.124881351,0.126490997,129,103,7.1,275,2546.9,58,14,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cote dIvoire,2011,92867,94064,83018,664775,0.987274622,0.124881351,0.126490997,NA,NA,NA,NA,NA,NA,NA,NA,32,44,19,2.8,2750,54,37.8,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cabo Verde,2011,1845,182822,9826,710588,0.010091783,0.013827985,1.370222125,113,90,5.8,95,6148,75,34,12.6,5.8,29,0.5,<0.1,2682,83,17.3,4.1,2563.9403,68.5958,76.18,482.5866,490.0618,23.3761,11.1121,1.7094,1.3141,17.8717,2.2359,438.9289,18.2607,2.6548,10.8358,2.1294,0.56356,1.2946,17.47816,0.61841,1.9283,0.46136,0.041685,0.21415,3.263905,0.031233,0.36782,0.017745,0.0013973,0.027827,0.4460223,0.21863,1.8888,0.59888,0.03726,0.31456,3.05813,5.5282,2.7835,1.1534,1.7943,1.597,12.8564,0.0062466,0.10935,0.068761,0.003726,0.049604,0.2376876,0.027797,0.0507,0.010425,0.0082438,0.019358,0.1165238,0.0024986,0.011929,0.0016636,0.00010945,0.00031456,0.01651521,0.00093699,0.013918,0.0019408,9.32E-05,0.0012099,0.018098841,0.10619,0.93446,0.065167,0.0051419,0.012704,1.1236629,0.0099945,0.039764,0.0066542,0.00034932,0.00060493,0.05736695,0.01318,0.11402,0.010292,0.00073822,0.0023229,0.14055312,0.006816914,0.047581703,0.005854848,0.006336956,0.026234242,0.010167975,0.010486209,0.009661408,0.013772803,0.062873868,0.025657207,0.007697028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cambodia,2011,128485,166005,481991,375683,0.773982711,1.282972613,1.657624381,108,118,7.65,249,2648.7,63,18,17,6.5,16,14.4,2.4,2415,34,15.7,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,1,1,3,10,1,7,3,5,3,1
