"","country","species","area","year","production"
"60068","Croatia","Sharpsnout seabream","Mediterranean and Black Sea",2009,NA
"60069","Croatia","Turbot","Mediterranean and Black Sea",2009,NA
"60070","Cuba","Mangrove cupped oyster","Atlantic, Western Central",2009,NA
"60071","Cuba","Tropical spiny lobsters nei","Atlantic, Western Central",2009,1682
"60072","Cyprus","Atlantic bluefin tuna","Mediterranean and Black Sea",2009,NA
"60073","Cyprus","European seabass","Mediterranean and Black Sea",2009,NA
"60074","Cyprus","Gilthead seabream","Mediterranean and Black Sea",2009,205.75
"60075","Cyprus","Indian white prawn","Mediterranean and Black Sea",2009,513.1
"60076","Cyprus","Japanese seabream","Mediterranean and Black Sea",2009,NA
"60077","Cyprus","Marbled spinefoot","Mediterranean and Black Sea",2009,NA
"60078","Cyprus","Meagre","Mediterranean and Black Sea",2009,NA
"60079","Cyprus","Red porgy","Mediterranean and Black Sea",2009,NA
"60080","Cyprus","Sharpsnout seabream","Mediterranean and Black Sea",2009,2552
"60081","Cyprus","Shi drum","Mediterranean and Black Sea",2009,270
"60082","Denmark","Atlantic cod","Atlantic, Northeast",2009,8
"60083","Denmark","Atlantic salmon","Atlantic, Northeast",2009,NA
"60084","Denmark","Blue mussel","Atlantic, Northeast",2009,NA
"60085","Denmark","Brown seaweeds","Atlantic, Northeast",2009,NA
"60086","Denmark","European eel","Atlantic, Northeast",2009,NA
"60087","Denmark","European flounder","Atlantic, Northeast",2009,2200
"60088","Denmark","Marine fishes nei","Atlantic, Northeast",2009,203795
"60089","Denmark","Rainbow trout","Atlantic, Northeast",2009,NA
"60090","Denmark","Sea belt","Atlantic, Northeast",2009,680.5
"60091","Denmark","Turbot","Atlantic, Northeast",2009,841
"60092","Dominican Republic","American cupped oyster","Atlantic, Western Central",2009,2.6
"60093","Dominican Republic","Cobia","Atlantic, Western Central",2009,NA
"60094","Dominican Republic","European seabass","Atlantic, Western Central",2009,NA
"60095","Dominican Republic","Florida pompano","Atlantic, Western Central",2009,NA
"60096","Dominican Republic","Gilthead seabream","Atlantic, Western Central",2009,60249
"60097","Dominican Republic","Penaeus shrimps nei","Atlantic, Western Central",2009,NA
"60098","Ecuador","Marine fishes nei","Pacific, Southeast",2009,8
"60099","Ecuador","Pacific cupped oyster","Pacific, Southeast",2009,81326
"60100","Ecuador","Red drum","Pacific, Southeast",2009,NA
"60101","Ecuador","Scallops nei","Pacific, Southeast",2009,NA
"60102","El Salvador","Black ark","Pacific, Eastern Central",2009,NA
"60103","El Salvador","Cupped oysters nei","Pacific, Eastern Central",2009,338.91
"60104","El Salvador","Grand ark","Pacific, Eastern Central",2009,NA
"60105","Estonia","Rainbow trout","Atlantic, Northeast",2009,NA
"60106","Falkland Is.(Malvinas)","Blue mussel","Atlantic, Southwest",2009,112222
"60107","Falkland Is.(Malvinas)","Pacific cupped oyster","Atlantic, Southwest",2009,NA
"60108","Faroe Islands","Atlantic salmon","Atlantic, Northeast",2009,NA
"60109","Faroe Islands","Rainbow trout","Atlantic, Northeast",2009,65188
"60110","Fiji, Republic of","Anadara clams nei","Pacific, Western Central",2009,1.5
"60111","Fiji, Republic of","Eucheuma seaweeds nei","Pacific, Western Central",2009,NA
"60112","Fiji, Republic of","Green mussel","Pacific, Western Central",2009,NA
"60113","Fiji, Republic of","Pearl oyster shells nei","Pacific, Western Central",2009,21051
"60114","France","Atlantic salmon","Atlantic, Northeast",2009,1320.9
"60115","France","Blue mussel","Atlantic, Northeast",2009,165000
"60116","France","Blue mussel","Mediterranean and Black Sea",2009,46104
"60117","France","Clams, etc. nei","Atlantic, Northeast",2009,NA
"60118","France","Clams, etc. nei","Mediterranean and Black Sea",2009,NA
"60119","France","Coho(=Silver) salmon","Atlantic, Northeast",2009,0.03
"60120","France","Common edible cockle","Atlantic, Northeast",2009,NA
"60121","France","Common edible cockle","Mediterranean and Black Sea",2009,683806
"60122","France","European flat oyster","Atlantic, Northeast",2009,NA
"60123","France","European flat oyster","Mediterranean and Black Sea",2009,4
"60124","France","European seabass","Atlantic, Northeast",2009,NA
"60125","France","European seabass","Mediterranean and Black Sea",2009,633
"60126","France","Finfishes nei","Atlantic, Northeast",2009,44
"60127","France","Gilthead seabream","Atlantic, Northeast",2009,14.75
"60128","France","Gilthead seabream","Mediterranean and Black Sea",2009,96
"60129","France","Great Atlantic scallop","Atlantic, Northeast",2009,NA
"60130","France","Grooved carpet shell","Atlantic, Northeast",2009,51.98
"60131","France","Grooved carpet shell","Mediterranean and Black Sea",2009,NA
"60132","France","Harpoon seaweeds","Atlantic, Northeast",2009,NA
"60133","France","Japanese carpet shell","Atlantic, Northeast",2009,NA
"60134","France","Japanese carpet shell","Mediterranean and Black Sea",2009,6
"60135","France","Marine fishes nei","Atlantic, Northeast",2009,NA
"60136","France","Marine fishes nei","Mediterranean and Black Sea",2009,NA
"60137","France","Marine molluscs nei","Atlantic, Northeast",2009,NA
"60138","France","Meagre","Mediterranean and Black Sea",2009,987.58
"60139","France","Mediterranean mussel","Atlantic, Northeast",2009,NA
"60140","France","Mediterranean mussel","Mediterranean and Black Sea",2009,NA
"60141","France","Pacific cupped oyster","Atlantic, Northeast",2009,NA
"60142","France","Pacific cupped oyster","Mediterranean and Black Sea",2009,253.1
"60143","France","Periwinkles nei","Atlantic, Northeast",2009,NA
"60144","France","Rainbow trout","Atlantic, Northeast",2009,NA
"60145","France","Sea trout","Atlantic, Northeast",2009,265
"60146","France","Seaweeds nei","Atlantic, Northeast",2009,NA
"60147","France","Senegalese sole","Atlantic, Northeast",2009,NA
"60148","France","Tuberculate abalone","Atlantic, Northeast",2009,1400
"60149","France","Turbot","Atlantic, Northeast",2009,NA
"60150","France","Wakame nei","Atlantic, Northeast",2009,NA
"60151","France","White seabream","Mediterranean and Black Sea",2009,81
"60152","French Polynesia","Barramundi(=Giant seaperch)","Pacific, Eastern Central",2009,40253
"60153","French Polynesia","Blacklip pearl oyster","Pacific, Eastern Central",2009,2
"60154","French Polynesia","Blue shrimp","Pacific, Eastern Central",2009,NA
"60155","French Polynesia","Marine fishes nei","Pacific, Eastern Central",2009,NA
"60156","French Polynesia","Orbicular batfish","Pacific, Eastern Central",2009,862
"60157","French Polynesia","Pearl oyster shells nei","Pacific, Eastern Central",2009,NA
"60158","French Polynesia","Sea mussels nei","Pacific, Eastern Central",2009,NA
"60159","French Polynesia","Sixfinger threadfin","Pacific, Eastern Central",2009,NA
"60160","Germany","Bastard halibut","Atlantic, Northeast",2009,1657
"60161","Germany","Blue mussel","Atlantic, Northeast",2009,NA
"60162","Germany","Clams, etc. nei","Atlantic, Northeast",2009,NA
"60163","Germany","Common edible cockle","Atlantic, Northeast",2009,7.7
"60164","Germany","Pacific cupped oyster","Atlantic, Northeast",2009,NA
"60165","Germany","Turbot","Atlantic, Northeast",2009,358
"60166","Greece","Atlantic bluefin tuna","Mediterranean and Black Sea",2009,NA
"60167","Greece","Common dentex","Mediterranean and Black Sea",2009,74
"60168","Greece","Common pandora","Mediterranean and Black Sea",2009,12194
"60169","Greece","European eel","Mediterranean and Black Sea",2009,NA
"60170","Greece","European flat oyster","Mediterranean and Black Sea",2009,80.5
"60171","Greece","European seabass","Mediterranean and Black Sea",2009,1860
"60172","Greece","Flathead grey mullet","Mediterranean and Black Sea",2009,NA
"60173","Greece","Gilthead seabream","Mediterranean and Black Sea",2009,2966
"60174","Greece","Kuruma prawn","Mediterranean and Black Sea",2009,NA
"60175","Greece","Marine fishes nei","Mediterranean and Black Sea",2009,79
"60176","Greece","Meagre","Mediterranean and Black Sea",2009,NA
"60177","Greece","Mediterranean mussel","Mediterranean and Black Sea",2009,NA
"60178","Greece","Red porgy","Mediterranean and Black Sea",2009,NA
"60179","Greece","Sciaenas nei","Mediterranean and Black Sea",2009,NA
"60180","Greece","Sharpsnout seabream","Mediterranean and Black Sea",2009,82
"60181","Greece","Shi drum","Mediterranean and Black Sea",2009,3.75
"60182","Greece","Venus clams nei","Mediterranean and Black Sea",2009,55.4
"60183","Greece","White seabream","Mediterranean and Black Sea",2009,64859
"60184","Guadeloupe","Red drum","Atlantic, Western Central",2009,4645
"60185","Iceland","Abalones nei","Atlantic, Northeast",2009,36
"60186","Iceland","Atlantic cod","Atlantic, Northeast",2009,2.5
"60187","Iceland","Atlantic halibut","Atlantic, Northeast",2009,NA
"60188","Iceland","Atlantic salmon","Atlantic, Northeast",2009,NA
"60189","Iceland","Atlantic wolffish","Atlantic, Northeast",2009,NA
"60190","Iceland","Blue mussel","Atlantic, Northeast",2009,NA
"60191","Iceland","European seabass","Atlantic, Northeast",2009,NA
"60192","Iceland","Haddock","Atlantic, Northeast",2009,22.02
"60193","Iceland","Rainbow trout","Atlantic, Northeast",2009,NA
"60194","Iceland","Spotted wolffish","Atlantic, Northeast",2009,374
"60195","Iceland","Turbot","Atlantic, Northeast",2009,39
"60196","India","Elkhorn sea moss","Indian Ocean, Eastern",2009,NA
"60197","India","Green mussel","Indian Ocean, Western",2009,183.35
"60198","India","Indian backwater oyster","Indian Ocean, Western",2009,NA
"60199","India","Rooster venus","Indian Ocean, Western",2009,48
"60200","Indonesia","Barramundi(=Giant seaperch)","Pacific, Western Central",2009,NA
"60201","Indonesia","Eucheuma seaweeds nei","Pacific, Western Central",2009,8
"60202","Indonesia","Groupers nei","Pacific, Western Central",2009,2165
"60203","Indonesia","Marine fishes nei","Pacific, Western Central",2009,NA
"60204","Indonesia","Marine molluscs nei","Pacific, Western Central",2009,15857.02
"60205","Indonesia","Milkfish","Pacific, Western Central",2009,NA
"60206","Indonesia","Pearl oyster shells nei","Pacific, Western Central",2009,19
"60207","Indonesia","Penguin wing oyster","Pacific, Western Central",2009,65
"60208","Indonesia","Red seaweeds","Pacific, Western Central",2009,42.8
"60209","Indonesia","Sea cucumbers nei","Pacific, Western Central",2009,137
"60210","Indonesia","Tropical spiny lobsters nei","Pacific, Western Central",2009,118434
"60211","Ireland","Abalones nei","Atlantic, Northeast",2009,NA
"60212","Ireland","Aquatic invertebrates nei","Atlantic, Northeast",2009,99
"60213","Ireland","Atlantic salmon","Atlantic, Northeast",2009,918
"60214","Ireland","Babberlocks","Atlantic, Northeast",2009,1130.8
"60215","Ireland","Blue mussel","Atlantic, Northeast",2009,NA
"60216","Ireland","Brown seaweeds","Atlantic, Northeast",2009,NA
"60217","Ireland","Dulse","Atlantic, Northeast",2009,NA
"60218","Ireland","European flat oyster","Atlantic, Northeast",2009,6
"60219","Ireland","Great Atlantic scallop","Atlantic, Northeast",2009,124.8
"60220","Ireland","Japanese carpet shell","Atlantic, Northeast",2009,NA
"60221","Ireland","Marine molluscs nei","Atlantic, Northeast",2009,1812
"60222","Ireland","Pacific cupped oyster","Atlantic, Northeast",2009,NA
"60223","Ireland","Rainbow trout","Atlantic, Northeast",2009,NA
"60224","Ireland","Stony sea urchin","Atlantic, Northeast",2009,417.9
"60225","Ireland","Tangle","Atlantic, Northeast",2009,16.43
"60226","Ireland","Turbot","Atlantic, Northeast",2009,NA
"60227","Israel","Cupped oysters nei","Mediterranean and Black Sea",2009,2475410
"60228","Israel","European seabass","Mediterranean and Black Sea",2009,0.03
"60229","Israel","Gilthead seabream","Mediterranean and Black Sea",2009,NA
"60230","Israel","Marine fishes nei","Mediterranean and Black Sea",2009,34
"60231","Israel","Red drum","Mediterranean and Black Sea",2009,NA
"60232","Israel","Striped bass, hybrid","Mediterranean and Black Sea",2009,60
"60233","Israel","Tilapias nei","Mediterranean and Black Sea",2009,3260
"60234","Italy","Atlantic bluefin tuna","Mediterranean and Black Sea",2009,22.71
"60235","Italy","Common sole","Mediterranean and Black Sea",2009,NA
"60236","Italy","Cupped oysters nei","Mediterranean and Black Sea",2009,276742
"60237","Italy","European eel","Mediterranean and Black Sea",2009,NA
"60238","Italy","European seabass","Mediterranean and Black Sea",2009,NA
"60239","Italy","Flathead grey mullet","Mediterranean and Black Sea",2009,NA
"60240","Italy","Gilthead seabream","Mediterranean and Black Sea",2009,64
"60241","Italy","Grooved carpet shell","Mediterranean and Black Sea",2009,249
"60242","Italy","Japanese carpet shell","Mediterranean and Black Sea",2009,1
"60243","Italy","Kuruma prawn","Mediterranean and Black Sea",2009,NA
"60244","Italy","Marine fishes nei","Mediterranean and Black Sea",2009,NA
"60245","Italy","Meagre","Mediterranean and Black Sea",2009,NA
"60246","Italy","Mediterranean mussel","Mediterranean and Black Sea",2009,NA
"60247","Italy","Porgies, seabreams nei","Mediterranean and Black Sea",2009,NA
"60248","Italy","Sharpsnout seabream","Mediterranean and Black Sea",2009,NA
"60249","Italy","Shi drum","Mediterranean and Black Sea",2009,NA
"60250","Italy","Venus clams nei","Mediterranean and Black Sea",2009,3
"60251","Italy","White seabream","Mediterranean and Black Sea",2009,NA
"60252","Jamaica","Mangrove cupped oyster","Atlantic, Western Central",2009,NA
"60253","Japan","Aquatic invertebrates nei","Pacific, Northwest",2009,NA
"60254","Japan","Bastard halibut","Pacific, Northwest",2009,NA
"60255","Japan","Blackhead seabream","Pacific, Northwest",2009,NA
"60256","Japan","Clams, etc. nei","Pacific, Northwest",2009,NA
"60257","Japan","Coho(=Silver) salmon","Pacific, Northwest",2009,0.05
"60258","Japan","Crimson seabream","Pacific, Northwest",2009,NA
"60259","Japan","Filefishes nei","Pacific, Northwest",2009,NA
"60260","Japan","Flathead grey mullet","Pacific, Northwest",2009,8
"60261","Japan","Gazami crab","Pacific, Northwest",2009,NA
"60262","Japan","Japanese amberjack","Pacific, Northwest",2009,4
"60263","Japan","Japanese jack mackerel","Pacific, Northwest",2009,86
"60264","Japan","Japanese kelp","Pacific, Northwest",2009,NA
"60265","Japan","Kuruma prawn","Pacific, Northwest",2009,0.5
"60266","Japan","Laver (Nori)","Pacific, Northwest",2009,NA
"60267","Japan","Marine crustaceans nei","Pacific, Northwest",2009,NA
"60268","Japan","Marine fishes nei","Pacific, Northwest",2009,NA
"60269","Japan","Octopuses, etc. nei","Pacific, Northwest",2009,NA
"60270","Japan","Pacific bluefin tuna","Pacific, Northwest",2009,4200
"60271","Japan","Pacific cupped oyster","Pacific, Northwest",2009,13425
"60272","Japan","Pearl oyster shells nei","Pacific, Northwest",2009,NA
"60273","Japan","Sea squirts nei","Pacific, Northwest",2009,NA
"60274","Japan","Seaweeds nei","Pacific, Northwest",2009,NA
"60275","Japan","Silver seabream","Pacific, Northwest",2009,NA
"60276","Japan","Spiny lobsters nei","Pacific, Northwest",2009,0.23
"60277","Japan","Tiger pufferfish","Pacific, Northwest",2009,NA
"60278","Japan","Wakame","Pacific, Northwest",2009,NA
"60279","Japan","White trevally","Pacific, Northwest",2009,NA
"60280","Japan","Yesso scallop","Pacific, Northwest",2009,NA
"60281","Kenya","Penaeus shrimps nei","Indian Ocean, Western",2009,NA
"60282","Kenya","Spiny eucheuma","Indian Ocean, Western",2009,NA
"60283","Kiribati","Eucheuma seaweeds nei","Pacific, Western Central",2009,NA
"60284","Korea, Dem. People's Rep","Gelidium seaweeds","Pacific, Northwest",2009,0.22
"60285","Korea, Dem. People's Rep","Gracilaria seaweeds","Pacific, Northwest",2009,NA
"60286","Korea, Dem. People's Rep","Japanese kelp","Pacific, Northwest",2009,NA
"60287","Korea, Dem. People's Rep","Japanese sea cucumber","Pacific, Northwest",2009,2.5
"60288","Korea, Dem. People's Rep","Laver (Nori)","Pacific, Northwest",2009,1694
"60289","Korea, Dem. People's Rep","Marine fishes nei","Pacific, Northwest",2009,160
"60290","Korea, Dem. People's Rep","Marine molluscs nei","Pacific, Northwest",2009,NA
"60291","Korea, Dem. People's Rep","Wakame","Pacific, Northwest",2009,30
"60292","Korea, Dem. People's Rep","Yesso scallop","Pacific, Northwest",2009,2247
"60293","Korea, Republic of","Abalones nei","Pacific, Northwest",2009,NA
"60294","Korea, Republic of","Aquatic invertebrates nei","Pacific, Northwest",2009,2
"60295","Korea, Republic of","Aquatic plants nei","Pacific, Northwest",2009,NA
"60296","Korea, Republic of","Bastard halibut","Pacific, Northwest",2009,NA
"60297","Korea, Republic of","Blackhead seabream","Pacific, Northwest",2009,23
"60298","Korea, Republic of","Blood cockle","Pacific, Northwest",2009,NA
"60299","Korea, Republic of","Brown seaweeds","Pacific, Northwest",2009,NA
"60300","Korea, Republic of","Dotted gizzard shad","Pacific, Northwest",2009,NA
"60301","Korea, Republic of","Filefishes, leatherjackets nei","Pacific, Northwest",2009,NA
"60302","Korea, Republic of","Flathead grey mullet","Pacific, Northwest",2009,NA
"60303","Korea, Republic of","Fleshy prawn","Pacific, Northwest",2009,NA
"60304","Korea, Republic of","Fragile codium","Pacific, Northwest",2009,NA
"60305","Korea, Republic of","Globose clam","Pacific, Northwest",2009,4
"60306","Korea, Republic of","Green laver","Pacific, Northwest",2009,NA
"60307","Korea, Republic of","Groupers nei","Pacific, Northwest",2009,1
"60308","Korea, Republic of","Horned turban","Pacific, Northwest",2009,NA
"60309","Korea, Republic of","Inflated ark","Pacific, Northwest",2009,7010
"60310","Korea, Republic of","Japanese amberjack","Pacific, Northwest",2009,NA
"60311","Korea, Republic of","Japanese carpet shell","Pacific, Northwest",2009,5903
"60312","Korea, Republic of","Japanese hard clam","Pacific, Northwest",2009,70959
"60313","Korea, Republic of","Japanese jack mackerel","Pacific, Northwest",2009,8
"60314","Korea, Republic of","Japanese kelp","Pacific, Northwest",2009,7208
"60315","Korea, Republic of","Japanese seabass","Pacific, Northwest",2009,174
"60316","Korea, Republic of","Korean mussel","Pacific, Northwest",2009,360.21
"60317","Korea, Republic of","Korean rockfish","Pacific, Northwest",2009,NA
"60318","Korea, Republic of","Kuruma prawn","Pacific, Northwest",2009,1724
"60319","Korea, Republic of","Laver (Nori)","Pacific, Northwest",2009,NA
"60320","Korea, Republic of","Mackerels nei","Pacific, Northwest",2009,10937
"60321","Korea, Republic of","Marine crustaceans nei","Pacific, Northwest",2009,530
"60322","Korea, Republic of","Marine fishes nei","Pacific, Northwest",2009,164
"60323","Korea, Republic of","Marine molluscs nei","Pacific, Northwest",2009,NA
"60324","Korea, Republic of","Okhotsk atka mackerel","Pacific, Northwest",2009,5.35
"60325","Korea, Republic of","Oriental cyclina","Pacific, Northwest",2009,9226
"60326","Korea, Republic of","Pacific cupped oyster","Pacific, Northwest",2009,101
"60327","Korea, Republic of","Porgies, seabreams nei","Pacific, Northwest",2009,NA
"60328","Korea, Republic of","Scorpionfishes nei","Pacific, Northwest",2009,NA
"60329","Korea, Republic of","Sea squirts nei","Pacific, Northwest",2009,NA
"60330","Korea, Republic of","Silver seabream","Pacific, Northwest",2009,NA
"60331","Korea, Republic of","Wakame","Pacific, Northwest",2009,NA
"60332","Korea, Republic of","Whiteleg shrimp","Pacific, Northwest",2009,NA
"60333","Korea, Republic of","Yesso scallop","Pacific, Northwest",2009,NA
"60334","Kuwait","European seabass","Atlantic, Northeast",2009,NA
"60335","Kuwait","Gilthead seabream","Indian Ocean, Western",2009,218.1
"60336","Kuwait","Goldsilk seabream","Indian Ocean, Western",2009,697994
"60337","Kuwait","Marine fishes nei","Indian Ocean, Western",2009,NA
"60338","Kuwait","Orange-spotted grouper","Indian Ocean, Western",2009,NA
"60339","Kuwait","Sobaity seabream","Indian Ocean, Western",2009,NA
"60340","Libya","European seabass","Mediterranean and Black Sea",2009,NA
"60341","Libya","Gilthead seabream","Mediterranean and Black Sea",2009,4
"60342","Madagascar","Brine shrimp","Indian Ocean, Western",2009,1
"60343","Madagascar","Eucheuma seaweeds nei","Indian Ocean, Western",2009,101
"60344","Madagascar","Giant tiger prawn","Indian Ocean, Western",2009,NA
"60345","Madagascar","Sea cucumbers nei","Indian Ocean, Western",2009,2
"60346","Malaysia","Blood cockle","Indian Ocean, Eastern",2009,NA
"60347","Malaysia","Blood cockle","Pacific, Western Central",2009,NA
"60348","Malaysia","Cupped oysters nei","Indian Ocean, Eastern",2009,NA
"60349","Malaysia","Cupped oysters nei","Pacific, Western Central",2009,NA
"60350","Malaysia","Elkhorn sea moss","Pacific, Western Central",2009,1003
"60351","Malaysia","Green mussel","Indian Ocean, Eastern",2009,NA
"60352","Malaysia","Green mussel","Pacific, Western Central",2009,NA
"60353","Malaysia","Sandfish","Pacific, Western Central",2009,NA
"60354","Malaysia","Seaweeds nei","Pacific, Western Central",2009,9557
"60355","Malaysia","Spiny eucheuma","Pacific, Western Central",2009,NA
"60356","Malta","Atlantic bluefin tuna","Mediterranean and Black Sea",2009,NA
"60357","Malta","European eel","Mediterranean and Black Sea",2009,NA
"60358","Malta","European seabass","Mediterranean and Black Sea",2009,NA
"60359","Malta","Gilthead seabream","Mediterranean and Black Sea",2009,49118
"60360","Malta","Marine fishes nei","Mediterranean and Black Sea",2009,NA
"60361","Malta","Turbot","Mediterranean and Black Sea",2009,NA
"60362","Marshall Islands","Sixfinger threadfin","Pacific, Western Central",2009,2
"60363","Martinique","Cobia","Atlantic, Western Central",2009,NA
"60364","Martinique","Marine fishes nei","Atlantic, Western Central",2009,275
"60365","Martinique","Red drum","Atlantic, Western Central",2009,NA
"60366","Mauritius","European seabass","Indian Ocean, Western",2009,NA
"60367","Mauritius","Giant tiger prawn","Indian Ocean, Western",2009,NA
"60368","Mauritius","Goldlined seabream","Indian Ocean, Western",2009,NA
"60369","Mauritius","Hooded oyster","Indian Ocean, Western",2009,NA
"60370","Mauritius","Indo-Pacific swamp crab","Indian Ocean, Western",2009,NA
"60371","Mauritius","Marine fishes nei","Indian Ocean, Western",2009,2308
"60372","Mauritius","Red drum","Indian Ocean, Western",2009,NA
"60373","Mauritius","Spinefeet(=Rabbitfishes) nei","Indian Ocean, Western",2009,417
"60374","Mauritius","Tilapias nei","Indian Ocean, Western",2009,NA
"60375","Mayotte","Cobia","Indian Ocean, Western",2009,66021
"60376","Mayotte","Goldlined seabream","Indian Ocean, Western",2009,330.1
"60377","Mayotte","Mangrove red snapper","Indian Ocean, Western",2009,NA
"60378","Mayotte","Marine fishes nei","Indian Ocean, Western",2009,23
"60379","Mayotte","Red drum","Indian Ocean, Western",2009,0.6
"60380","Mexico","Abalones nei","Pacific, Eastern Central",2009,NA
"60381","Mexico","Bastard halibuts nei","Pacific, Eastern Central",2009,NA
"60382","Mexico","Clams, etc. nei","Atlantic, Western Central",2009,NA
"60383","Mexico","Clams, etc. nei","Pacific, Eastern Central",2009,NA
"60384","Mexico","Common snook","Atlantic, Western Central",2009,1550.3
"60385","Mexico","Crevalle jack","Atlantic, Western Central",2009,NA
"60386","Mexico","Flathead grey mullet","Pacific, Eastern Central",2009,27441
"60387","Mexico","Gastropods nei","Atlantic, Western Central",2009,1724
"60388","Mexico","Jacks, crevalles nei","Pacific, Eastern Central",2009,3845
"60389","Mexico","Marine fishes nei","Atlantic, Western Central",2009,1224
"60390","Mexico","Marine fishes nei","Pacific, Eastern Central",2009,843
"60391","Mexico","Mojarras(=Silver-biddies) nei","Atlantic, Western Central",2009,NA
"60392","Mexico","Pacific bluefin tuna","Pacific, Eastern Central",2009,264851
"60393","Mexico","Pacific calico scallop","Pacific, Eastern Central",2009,3.5
"60394","Mexico","Pacific cupped oyster","Atlantic, Western Central",2009,69
"60395","Mexico","Pacific cupped oyster","Pacific, Eastern Central",2009,3566.6
"60396","Mexico","Red abalone","Pacific, Eastern Central",2009,NA
"60397","Mexico","Red drum","Atlantic, Western Central",2009,46
"60398","Mexico","Sea mussels nei","Pacific, Eastern Central",2009,67.8
"60399","Mexico","Snappers nei","Pacific, Eastern Central",2009,NA
"60400","Mexico","Whiteleg shrimp","Atlantic, Western Central",2009,NA
"60401","Mexico","Whiteleg shrimp","Pacific, Eastern Central",2009,NA
"60402","Mexico","Yellowfin tuna","Pacific, Eastern Central",2009,33020
"60403","Micronesia, Fed.States of","Clams, etc. nei","Pacific, Western Central",2009,NA
"60404","Micronesia, Fed.States of","Eucheuma seaweeds nei","Pacific, Western Central",2009,60
"60405","Montenegro","European flat oyster","Mediterranean and Black Sea",2009,NA
"60406","Montenegro","European seabass","Mediterranean and Black Sea",2009,NA
"60407","Montenegro","Gilthead seabream","Mediterranean and Black Sea",2009,NA
"60408","Montenegro","Mediterranean mussel","Mediterranean and Black Sea",2009,NA
"60409","Morocco","Atlantic bluefin tuna","Atlantic, Eastern Central",2009,NA
"60410","Morocco","European flat oyster","Mediterranean and Black Sea",2009,NA
"60411","Morocco","European seabass","Mediterranean and Black Sea",2009,NA
"60412","Morocco","Gilthead seabream","Mediterranean and Black Sea",2009,NA
"60413","Morocco","Marine fishes nei","Mediterranean and Black Sea",2009,NA
"60414","Morocco","Mediterranean mussel","Mediterranean and Black Sea",2009,4.95
"60415","Morocco","Penaeus shrimps nei","Mediterranean and Black Sea",2009,NA
"60416","Morocco","Yesso scallop","Atlantic, Eastern Central",2009,NA
"60417","Mozambique","Elkhorn sea moss","Indian Ocean, Western",2009,102159
"60418","Mozambique","Giant tiger prawn","Indian Ocean, Western",2009,NA
"60419","Mozambique","Indian white prawn","Indian Ocean, Western",2009,102476.2
"60420","Mozambique","Japanese meagre","Indian Ocean, Western",2009,NA
"60421","Mozambique","Spiny eucheuma","Indian Ocean, Western",2009,NA
"60422","Myanmar","Aquatic invertebrates nei","Indian Ocean, Eastern",2009,NA
"60423","Myanmar","Barramundi(=Giant seaperch)","Indian Ocean, Eastern",2009,NA
"60424","Myanmar","Elkhorn sea moss","Indian Ocean, Eastern",2009,42
"60425","Myanmar","Giant tiger prawn","Indian Ocean, Eastern",2009,3541.1
"60426","Myanmar","Groupers nei","Indian Ocean, Eastern",2009,NA
"60427","Myanmar","Indo-Pacific swamp crab","Indian Ocean, Eastern",2009,NA
"60428","Myanmar","Orange mud crab","Indian Ocean, Eastern",2009,2
"60429","Namibia","Blue mussel","Atlantic, Southeast",2009,2398.99
"60430","Namibia","European flat oyster","Atlantic, Southeast",2009,NA
"60431","Namibia","Gracilaria seaweeds","Atlantic, Southeast",2009,NA
"60432","Namibia","Mediterranean mussel","Atlantic, Southeast",2009,NA
"60433","Namibia","Pacific cupped oyster","Atlantic, Southeast",2009,52
"60434","Namibia","Perlemoen abalone","Atlantic, Southeast",2009,1074750
"60435","Netherlands","Aquatic invertebrates nei","Atlantic, Northeast",2009,0.56
"60436","Netherlands","Blue mussel","Atlantic, Northeast",2009,1253520
"60437","Netherlands","Cupped oysters nei","Atlantic, Northeast",2009,NA
"60438","Netherlands","European flat oyster","Atlantic, Northeast",2009,NA
"60439","Netherlands","Rainbow trout","Atlantic, Northeast",2009,109172
"60440","Netherlands","Soles nei","Atlantic, Northeast",2009,88147
"60441","Netherlands Antilles","Stromboid conchs nei","Atlantic, Western Central",2009,1.47
"60442","New Caledonia","Blue shrimp","Pacific, Western Central",2009,NA
"60443","New Caledonia","Pacific cupped oyster","Pacific, Western Central",2009,304
"60444","New Zealand","Abalones nei","Pacific, Southwest",2009,NA
"60445","New Zealand","Chinook(=Spring=King) salmon","Pacific, Southwest",2009,101971
"60446","New Zealand","New Zealand mussel","Pacific, Southwest",2009,NA
"60447","New Zealand","Pacific cupped oyster","Pacific, Southwest",2009,NA
"60448","Nicaragua","Blue shrimp","Pacific, Eastern Central",2009,NA
"60449","Nigeria","Snappers nei","Atlantic, Eastern Central",2009,385
"60450","Norway","Arctic char","Atlantic, Northeast",2009,147348
"60451","Norway","Atlantic cod","Atlantic, Northeast",2009,2800
"60452","Norway","Atlantic halibut","Atlantic, Northeast",2009,NA
"60453","Norway","Atlantic salmon","Atlantic, Northeast",2009,NA
"60454","Norway","Blue mussel","Atlantic, Northeast",2009,154943
"60455","Norway","Chars nei","Atlantic, Northeast",2009,NA
"60456","Norway","European flat oyster","Atlantic, Northeast",2009,NA
"60457","Norway","Finfishes nei","Atlantic, Northeast",2009,33524
"60458","Norway","Great Atlantic scallop","Atlantic, Northeast",2009,3078
