"","country","species","area","year","value","value.kg","relative.value"
"28906","Mexico","Snappers nei","Pacific, Eastern Central",2012,NA,NA,NA
"28907","Mexico","Whiteleg shrimp","Atlantic, Western Central",2012,NA,NA,NA
"28908","Mexico","Whiteleg shrimp","Pacific, Eastern Central",2012,132923.95,NA,0.155877709666762
"28909","Mexico","Yellowfin tuna","Pacific, Eastern Central",2012,NA,NA,NA
"28910","Micronesia, Fed.States of","Clams, etc. nei","Pacific, Western Central",2012,280,NA,1
"28911","Micronesia, Fed.States of","Eucheuma seaweeds nei","Pacific, Western Central",2012,NA,NA,NA
"28912","Montenegro","European flat oyster","Mediterranean and Black Sea",2012,14.64,NA,1
"28913","Montenegro","European seabass","Mediterranean and Black Sea",2012,0,0,0
"28914","Montenegro","Gilthead seabream","Mediterranean and Black Sea",2012,NA,NA,NA
"28915","Montenegro","Mediterranean mussel","Mediterranean and Black Sea",2012,NA,NA,NA
"28916","Morocco","Atlantic bluefin tuna","Atlantic, Eastern Central",2012,NA,NA,NA
"28917","Morocco","European flat oyster","Mediterranean and Black Sea",2012,6.43,NA,1.08133553649983e-05
"28918","Morocco","European seabass","Mediterranean and Black Sea",2012,0.19,NA,3.19523719961071e-07
"28919","Morocco","Gilthead seabream","Mediterranean and Black Sea",2012,1848.04,92402,0.0031078558707203
"28920","Morocco","Marine fishes nei","Mediterranean and Black Sea",2012,0.28,0.00175219023779725,4.70877060995262e-07
"28921","Morocco","Mediterranean mussel","Mediterranean and Black Sea",2012,NA,NA,NA
"28922","Morocco","Penaeus shrimps nei","Mediterranean and Black Sea",2012,NA,NA,NA
"28923","Morocco","Yesso scallop","Atlantic, Eastern Central",2012,592780.1,NA,0.996880540373134
"28924","Mozambique","Elkhorn sea moss","Indian Ocean, Western",2012,0,0,0
"28925","Mozambique","Giant tiger prawn","Indian Ocean, Western",2012,1894.79,NA,0.272190275624994
"28926","Mozambique","Indian white prawn","Indian Ocean, Western",2012,192.84,0.00128584002347105,0.0277018417616326
"28927","Mozambique","Japanese meagre","Indian Ocean, Western",2012,0,NA,0
"28928","Mozambique","Spiny eucheuma","Indian Ocean, Western",2012,4873.64,NA,0.700107882613374
"28929","Myanmar","Aquatic invertebrates nei","Indian Ocean, Eastern",2012,0,0,0
"28930","Myanmar","Barramundi(=Giant seaperch)","Indian Ocean, Eastern",2012,54.33,NA,0.00151142120329491
"28931","Myanmar","Elkhorn sea moss","Indian Ocean, Eastern",2012,16698.07,2319.17638888889,0.464528199007965
"28932","Myanmar","Giant tiger prawn","Indian Ocean, Eastern",2012,NA,NA,NA
"28933","Myanmar","Groupers nei","Indian Ocean, Eastern",2012,NA,NA,NA
"28934","Myanmar","Indo-Pacific swamp crab","Indian Ocean, Eastern",2012,2011,NA,0.0559445617490534
"28935","Myanmar","Orange mud crab","Indian Ocean, Eastern",2012,17182.9,687.316,0.478015818039687
"28936","Namibia","Blue mussel","Atlantic, Southeast",2012,NA,NA,NA
"28937","Namibia","European flat oyster","Atlantic, Southeast",2012,13.77,NA,0.000190570325639985
"28938","Namibia","Gracilaria seaweeds","Atlantic, Southeast",2012,NA,NA,NA
"28939","Namibia","Mediterranean mussel","Atlantic, Southeast",2012,1061.92,NA,0.0146964735078876
"28940","Namibia","Pacific cupped oyster","Atlantic, Southeast",2012,71181.1,988.626388888889,0.985112956166472
"28941","Namibia","Perlemoen abalone","Atlantic, Southeast",2012,0,0,0
"28942","Netherlands","Aquatic invertebrates nei","Atlantic, Northeast",2012,623475.44,NA,0.784266533222474
"28943","Netherlands","Blue mussel","Atlantic, Northeast",2012,NA,NA,NA
"28944","Netherlands","Cupped oysters nei","Atlantic, Northeast",2012,0,NA,0
"28945","Netherlands","European flat oyster","Atlantic, Northeast",2012,163774.9,NA,0.206011600155184
"28946","Netherlands","Rainbow trout","Atlantic, Northeast",2012,7728.68,0.109482817115611,0.00972186662234181
"28947","Netherlands","Soles nei","Atlantic, Northeast",2012,0,0,0
"28948","Netherlands Antilles","Stromboid conchs nei","Atlantic, Western Central",2012,NA,NA,NA
"28949","New Caledonia","Blue shrimp","Pacific, Western Central",2012,1575.28,NA,1
"28950","New Caledonia","Pacific cupped oyster","Pacific, Western Central",2012,NA,NA,NA
"28951","New Zealand","Abalones nei","Pacific, Southwest",2012,151003.2,NA,1
"28952","New Zealand","Chinook(=Spring=King) salmon","Pacific, Southwest",2012,0,0,0
"28953","New Zealand","New Zealand mussel","Pacific, Southwest",2012,NA,NA,NA
"28954","New Zealand","Pacific cupped oyster","Pacific, Southwest",2012,NA,NA,NA
"28955","Nicaragua","Blue shrimp","Pacific, Eastern Central",2012,1339.81,NA,1
"28956","Nigeria","Snappers nei","Atlantic, Eastern Central",2012,686306.44,3466.19414141414,1
"28957","Norway","Arctic char","Atlantic, Northeast",2012,16528.35,0.112949485423757,0.0101584284240969
"28958","Norway","Atlantic cod","Atlantic, Northeast",2012,0,0,0
"28959","Norway","Atlantic halibut","Atlantic, Northeast",2012,NA,NA,NA
"28960","Norway","Atlantic salmon","Atlantic, Northeast",2012,1343236.5,NA,0.825561646618352
"28961","Norway","Blue mussel","Atlantic, Northeast",2012,NA,NA,NA
"28962","Norway","Chars nei","Atlantic, Northeast",2012,NA,NA,NA
"28963","Norway","European flat oyster","Atlantic, Northeast",2012,250821.72,NA,0.154156615138769
"28964","Norway","Finfishes nei","Atlantic, Northeast",2012,14008.81,0.39203576475856,0.00860990320823149
"28965","Norway","Great Atlantic scallop","Atlantic, Northeast",2012,NA,NA,NA
"28966","Norway","Marine crustaceans nei","Atlantic, Northeast",2012,1732.21,NA,0.00106462721932346
"28967","Norway","Marine molluscs nei","Atlantic, Northeast",2012,323.96,6.23,0.000199107864503742
"28968","Norway","Pacific cupped oyster","Atlantic, Northeast",2012,NA,NA,NA
"28969","Norway","Rainbow trout","Atlantic, Northeast",2012,222.24,NA,0.00013659010929532
"28970","Norway","Scallops nei","Atlantic, Northeast",2012,183.99,10.8229411764706,0.000113081417428212
"28971","Oman","European seabass","Indian Ocean, Western",2012,76987.06,2025.97526315789,0.794307551244801
"28972","Oman","Gilthead seabream","Indian Ocean, Western",2012,9333.26,0.483713915522156,0.0962951292818697
"28973","Oman","Porgies, seabreams nei","Indian Ocean, Western",2012,421.43,NA,0.0043480687705323
"28974","Oman","Yellowfin seabream","Indian Ocean, Western",2012,0,0,0
"28975","Oman","Yellowfin tuna","Indian Ocean, Western",2012,10181.74,NA,0.105049250702797
"28976","Pakistan","Penaeus shrimps nei","Indian Ocean, Western",2012,0,NA,NA
"28977","Palau","Bear paw clam","Pacific, Western Central",2012,0,NA,0
"28978","Palau","Crocus giant clam","Pacific, Western Central",2012,NA,NA,NA
"28979","Palau","Elongate giant clam","Pacific, Western Central",2012,55491.04,NA,0.747569837328134
"28980","Palau","Fluted giant clam","Pacific, Western Central",2012,5753.96,0.18249738336135,0.0775167836319627
"28981","Palau","Giant clam","Pacific, Western Central",2012,9333.26,7.33170463472113,0.125736761465296
"28982","Palau","Milkfish","Pacific, Western Central",2012,3650.31,3.31846363636364,0.0491766175746077
"28983","Palau","Smooth giant clam","Pacific, Western Central",2012,NA,NA,NA
"28984","Panama","Cobia","Atlantic, Western Central",2012,575,NA,1
"28985","Papua New Guinea","Elkhorn sea moss","Pacific, Western Central",2012,NA,NA,NA
"28986","Papua New Guinea","Pearl oyster shells nei","Pacific, Western Central",2012,5119.89,NA,1
"28987","Peru","[Chondracanthus chamissoi]","Pacific, Southeast",2012,NA,NA,NA
"28988","Peru","Brine shrimp","Pacific, Southeast",2012,189.8,NA,0.0411903981666149
"28989","Peru","False abalone","Pacific, Southeast",2012,0,0,0
"28990","Peru","Flatfishes nei","Pacific, Southeast",2012,0,NA,0
"28991","Peru","Giant kelps nei","Pacific, Southeast",2012,0,NA,0
"28992","Peru","Gracilaria seaweeds","Pacific, Southeast",2012,0,NA,0
"28993","Peru","Marine fishes nei","Pacific, Southeast",2012,982.97,NA,0.213324160620851
"28994","Peru","Pacific cupped oyster","Pacific, Southeast",2012,282.83,3.72144736842105,0.0613797698285759
"28995","Peru","Peruvian calico scallop","Pacific, Southeast",2012,271.97,NA,0.0590229325046063
"28996","Peru","Whiteleg shrimp","Pacific, Southeast",2012,2880.3,168.045507584597,0.625082738879352
"28997","Philippines","Banana prawn","Pacific, Western Central",2012,0,0,0
"28998","Philippines","Caulerpa seaweeds","Pacific, Western Central",2012,1178.93,NA,0.000469743869598053
"28999","Philippines","Elkhorn sea moss","Pacific, Western Central",2012,923.44,5.432,0.000367944050063724
"29000","Philippines","Flathead lobster","Pacific, Western Central",2012,2016337.6,33207.1409749671,0.803408367451885
"29001","Philippines","Giant tiger prawn","Pacific, Western Central",2012,0,0,0
"29002","Philippines","Gracilaria seaweeds","Pacific, Western Central",2012,NA,NA,NA
"29003","Philippines","Green mussel","Pacific, Western Central",2012,NA,NA,NA
"29004","Philippines","Groupers, seabasses nei","Pacific, Western Central",2012,257.7,NA,0.000102680392555468
"29005","Philippines","Indo-Pacific swamp crab","Pacific, Western Central",2012,4517.88,123.777534246575,0.00180014626278036
"29006","Philippines","Jacks, crevalles nei","Pacific, Western Central",2012,NA,NA,NA
"29007","Philippines","Marine fishes nei","Pacific, Western Central",2012,NA,NA,NA
"29008","Philippines","Milkfish","Pacific, Western Central",2012,0,NA,0
"29009","Philippines","Penaeus shrimps nei","Pacific, Western Central",2012,400928.12,NA,0.159749541125828
"29010","Philippines","Slipper cupped oyster","Pacific, Western Central",2012,34.97,0.000533795335205764,1.39337730992034e-05
"29011","Philippines","Snappers nei","Pacific, Western Central",2012,1355.44,451.813333333333,0.000540074160983252
"29012","Philippines","Snubnose pompano","Pacific, Western Central",2012,NA,NA,NA
"29013","Philippines","Spinefeet(=Rabbitfishes) nei","Pacific, Western Central",2012,2442.78,NA,0.00097332405637038
"29014","Philippines","Spiny eucheuma","Pacific, Western Central",2012,1854,5.73816155988858,0.000738725059362974
"29015","Philippines","Tilapias nei","Pacific, Western Central",2012,79898.54,19.3928495145631,0.031835519797473
"29016","Philippines","Tropical spiny lobsters nei","Pacific, Western Central",2012,0,0,0
"29017","Portugal","[Solea spp]","Atlantic, Northeast",2012,25058.5,NA,0.0395892187838611
"29018","Portugal","Atlantic bluefin tuna","Atlantic, Northeast",2012,127.38,0.0399874431015539,0.000201244076408733
"29019","Portugal","Atlantic ditch shrimp","Atlantic, Northeast",2012,NA,NA,NA
"29020","Portugal","Blackspot(=red) seabream","Atlantic, Northeast",2012,630,NA,0.000995319266270227
"29021","Portugal","Common cuttlefish","Atlantic, Northeast",2012,401.1,2.865,0.000633686599525378
"29022","Portugal","Common edible cockle","Atlantic, Northeast",2012,4426.61,85.1271153846154,0.0069934765353404
"29023","Portugal","Common sole","Atlantic, Northeast",2012,150544.4,290.066281310212,0.237840859919193
"29024","Portugal","Croakers, drums nei","Atlantic, Northeast",2012,NA,NA,NA
